,stage,_target_,data,Dataset,device_id,files,model,Model,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,data.name,data.target,data.sample.random_state,data.sample.shuffle,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_dir,files.data_file,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model.library,model.data.name,model.data.sample.random_state,model.data.sample.shuffle,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.C,model.init.class_weight,Condensing Method,model.init.distance_matrix,model.init.gamma,model.init.kernel,Condensing Ratio,model.init.max_iter,Metric,model.init.modified,model.init.name,Symmetric,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss.direction,scorers.log_loss.name,model_layers
a05801c81ad47635ef10e6c86113e006,train,deckard.base.experiment.Experiment,a05801c81ad47635ef10e6c86113e006,Truthseeker,cpu,a05801c81ad47635ef10e6c86113e006,a05801c81ad47635ef10e6c86113e006,k-SVC,a05801c81ad47635ef10e6c86113e006,a05801c81ad47635ef10e6c86113e006,0.5225,16.492457631953098,cpu,1727413713.1283114,1727413689.4410107,28.79490463,0.071987261575,cpu,1727413689.44092,1727413679.983191,9.48742856,0.00948742856,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,a05801c81ad47635ef10e6c86113e006,predictions.json,reports/condense/svc/gzip/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,110.82952147236072,balanced,KNN,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,auto,rbf,0.5,1000,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC
a70f786ace634e730e017dafbc923e7c,train,deckard.base.experiment.Experiment,a70f786ace634e730e017dafbc923e7c,Truthseeker,cpu,a70f786ace634e730e017dafbc923e7c,a70f786ace634e730e017dafbc923e7c,k-SVC,a70f786ace634e730e017dafbc923e7c,a70f786ace634e730e017dafbc923e7c,0.525,16.40611069096582,cpu,1727413316.1791172,1727413294.9151623,26.32857521,0.065821438025,cpu,1727413294.9150624,1727413284.7943704,10.14625981,0.01014625981,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,a70f786ace634e730e017dafbc923e7c,predictions.json,reports/condense/svc/gzip/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,86.06293389819893,balanced,KNN,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,auto,rbf,0.5,1000,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC
a785c67579e773b0739c5cd984addf71,train,deckard.base.experiment.Experiment,a785c67579e773b0739c5cd984addf71,Truthseeker,cpu,a785c67579e773b0739c5cd984addf71,a785c67579e773b0739c5cd984addf71,k-SVC,a785c67579e773b0739c5cd984addf71,a785c67579e773b0739c5cd984addf71,0.525,16.40611069096582,cpu,1727413564.39129,1727413541.5919228,27.8623045,0.06965576125,cpu,1727413541.591823,1727413531.9879966,9.63114956,0.00963114956,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,a785c67579e773b0739c5cd984addf71,predictions.json,reports/condense/svc/gzip/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,109.20707772844256,balanced,KNN,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,auto,rbf,0.5,1000,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC
a8de1240dcf8637251dbd0ee5de1e79a,train,deckard.base.experiment.Experiment,a8de1240dcf8637251dbd0ee5de1e79a,Truthseeker,cpu,a8de1240dcf8637251dbd0ee5de1e79a,a8de1240dcf8637251dbd0ee5de1e79a,k-SVC,a8de1240dcf8637251dbd0ee5de1e79a,a8de1240dcf8637251dbd0ee5de1e79a,0.5,17.26978799617044,cpu,1727413224.4084096,1727413201.7150116,27.63505618,0.06908764045,cpu,1727413201.7149086,1727413201.4277754,0.31886847,0.00031886847,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,a8de1240dcf8637251dbd0ee5de1e79a,predictions.json,reports/condense/svc/gzip/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,1.3790069234480709,,Medoid,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,auto,rbf,0.5,1000,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC
97e56eef1c28511b94306d3437bb3390,train,deckard.base.experiment.Experiment,97e56eef1c28511b94306d3437bb3390,Truthseeker,cpu,97e56eef1c28511b94306d3437bb3390,97e56eef1c28511b94306d3437bb3390,k-SVC,97e56eef1c28511b94306d3437bb3390,97e56eef1c28511b94306d3437bb3390,0.59,14.161046247437964,cpu,1727413397.2104802,1727413374.390929,27.98483999,0.069962099975,cpu,1727413374.3908434,1727413368.9135811,5.50758449,0.00550758449,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,97e56eef1c28511b94306d3437bb3390,predictions.json,reports/condense/svc/gzip/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,9.491235288205798,,Hardness,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,scale,rbf,0.5,1000,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC
abb7eeaeb586dc6c6eaca2b111e6fef4,train,deckard.base.experiment.Experiment,abb7eeaeb586dc6c6eaca2b111e6fef4,Truthseeker,cpu,abb7eeaeb586dc6c6eaca2b111e6fef4,abb7eeaeb586dc6c6eaca2b111e6fef4,k-SVC,abb7eeaeb586dc6c6eaca2b111e6fef4,abb7eeaeb586dc6c6eaca2b111e6fef4,0.5725,14.765504819252532,cpu,1727413444.2941363,1727413421.3515935,27.93727326,0.06984318315,cpu,1727413421.3509269,1727413411.2009237,10.17707589,0.01017707589,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,abb7eeaeb586dc6c6eaca2b111e6fef4,predictions.json,reports/condense/svc/gzip/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,990.6858976450662,balanced,KNN,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,auto,rbf,0.5,1000,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC
b2064d834436d0586efce4167518dcbf,train,deckard.base.experiment.Experiment,b2064d834436d0586efce4167518dcbf,Truthseeker,cpu,b2064d834436d0586efce4167518dcbf,b2064d834436d0586efce4167518dcbf,k-SVC,b2064d834436d0586efce4167518dcbf,b2064d834436d0586efce4167518dcbf,0.5725,14.765512815226836,cpu,1727413358.89709,1727413336.6893697,27.29587977,0.068239699425,cpu,1727413336.68927,1727413326.6592536,10.05303733,0.01005303733,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,b2064d834436d0586efce4167518dcbf,predictions.json,reports/condense/svc/gzip/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,990.1532068779496,,KNN,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,auto,rbf,0.5,1000,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC
b22f81b01cd1fbcfc44cb7c35ab07c2e,train,deckard.base.experiment.Experiment,b22f81b01cd1fbcfc44cb7c35ab07c2e,Truthseeker,cpu,b22f81b01cd1fbcfc44cb7c35ab07c2e,b22f81b01cd1fbcfc44cb7c35ab07c2e,k-SVC,b22f81b01cd1fbcfc44cb7c35ab07c2e,b22f81b01cd1fbcfc44cb7c35ab07c2e,0.53,16.233408813016965,cpu,1727413517.763558,1727413494.0038471,29.06773856,0.0726693464,cpu,1727413494.003687,1727413493.6939783,0.34359774,0.00034359774,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,b22f81b01cd1fbcfc44cb7c35ab07c2e,predictions.json,reports/condense/svc/gzip/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,815.9346519894781,balanced,Medoid,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,auto,rbf,0.5,1000,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC
b6fa13029cf04bcf9fdd73c3502e78ad,train,deckard.base.experiment.Experiment,b6fa13029cf04bcf9fdd73c3502e78ad,Truthseeker,cpu,b6fa13029cf04bcf9fdd73c3502e78ad,b6fa13029cf04bcf9fdd73c3502e78ad,k-SVC,b6fa13029cf04bcf9fdd73c3502e78ad,b6fa13029cf04bcf9fdd73c3502e78ad,0.5475,15.62899222006748,cpu,1727413517.3112936,1727413493.9838128,28.55978633,0.071399465825,cpu,1727413493.9836895,1727413493.687707,0.32653265,0.00032653265,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,b6fa13029cf04bcf9fdd73c3502e78ad,predictions.json,reports/condense/svc/gzip/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,905.2945687034538,,SVC,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,auto,rbf,0.5,1000,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC
b78f6853ede064b5bbd2f6ee9b0e47a6,train,deckard.base.experiment.Experiment,b78f6853ede064b5bbd2f6ee9b0e47a6,Truthseeker,cpu,b78f6853ede064b5bbd2f6ee9b0e47a6,b78f6853ede064b5bbd2f6ee9b0e47a6,k-SVC,b78f6853ede064b5bbd2f6ee9b0e47a6,b78f6853ede064b5bbd2f6ee9b0e47a6,0.57,14.85182977131048,cpu,1727413308.601905,1727413285.213199,28.5641225,0.07141030625,cpu,1727413285.2130997,1727413284.9741242,0.26610314,0.00026610314,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,b78f6853ede064b5bbd2f6ee9b0e47a6,predictions.json,reports/condense/svc/gzip/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,909.2728922583714,balanced,Random,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,auto,rbf,0.5,1000,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC
b7d117536065ac0cd9a509aa2673278d,train,deckard.base.experiment.Experiment,b7d117536065ac0cd9a509aa2673278d,Truthseeker,cpu,b7d117536065ac0cd9a509aa2673278d,b7d117536065ac0cd9a509aa2673278d,k-SVC,b7d117536065ac0cd9a509aa2673278d,b7d117536065ac0cd9a509aa2673278d,0.5675,14.93820669720139,cpu,1727413484.406727,1727413462.1081283,27.52168922,0.06880422305,cpu,1727413462.1080368,1727413452.2158856,9.92018048,0.00992018048,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,b7d117536065ac0cd9a509aa2673278d,predictions.json,reports/condense/svc/gzip/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,994.1725991938098,balanced,KNN,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,auto,rbf,0.5,1000,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC
b91aa7bc4928cbe48a13014afd23d48d,train,deckard.base.experiment.Experiment,b91aa7bc4928cbe48a13014afd23d48d,Truthseeker,cpu,b91aa7bc4928cbe48a13014afd23d48d,b91aa7bc4928cbe48a13014afd23d48d,k-SVC,b91aa7bc4928cbe48a13014afd23d48d,b91aa7bc4928cbe48a13014afd23d48d,0.57,14.851853759233386,cpu,1727413275.0871885,1727413252.9300103,27.4727865,0.06868196625,cpu,1727413252.9299154,1727413243.0009117,9.95598801,0.00995598801,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,b91aa7bc4928cbe48a13014afd23d48d,predictions.json,reports/condense/svc/gzip/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,989.1750283363848,balanced,KNN,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,auto,rbf,0.5,1000,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC
c20b660195e2001bd41c6a0844dd2584,train,deckard.base.experiment.Experiment,c20b660195e2001bd41c6a0844dd2584,Truthseeker,cpu,c20b660195e2001bd41c6a0844dd2584,c20b660195e2001bd41c6a0844dd2584,k-SVC,c20b660195e2001bd41c6a0844dd2584,c20b660195e2001bd41c6a0844dd2584,0.57,14.851853759233386,cpu,1727413485.034402,1727413462.2822993,27.86205827,0.069655145675,cpu,1727413462.2822082,1727413452.2154627,10.09760683,0.01009760683,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,c20b660195e2001bd41c6a0844dd2584,predictions.json,reports/condense/svc/gzip/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,958.2419231438196,balanced,KNN,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,auto,rbf,0.5,1000,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC
b0f2a9062a142ad61e3e444a00c86d94,train,deckard.base.experiment.Experiment,b0f2a9062a142ad61e3e444a00c86d94,Truthseeker,cpu,b0f2a9062a142ad61e3e444a00c86d94,b0f2a9062a142ad61e3e444a00c86d94,k-SVC,b0f2a9062a142ad61e3e444a00c86d94,b0f2a9062a142ad61e3e444a00c86d94,0.4925,17.528696885556286,cpu,1727413703.698619,1727413680.2560525,27.98961215,0.069974030375,cpu,1727413680.255956,1727413680.0232866,0.25726312,0.00025726312,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,b0f2a9062a142ad61e3e444a00c86d94,predictions.json,reports/condense/svc/gzip/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,856.741818466202,,Sum,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,auto,rbf,0.5,1000,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC
7b3d1a9a793979dac6171187a089a77e,train,deckard.base.experiment.Experiment,7b3d1a9a793979dac6171187a089a77e,Truthseeker,cpu,7b3d1a9a793979dac6171187a089a77e,7b3d1a9a793979dac6171187a089a77e,k-SVC,7b3d1a9a793979dac6171187a089a77e,7b3d1a9a793979dac6171187a089a77e,0.5225,16.492457631953098,cpu,1727413712.6921268,1727413689.503538,28.70607689,0.071765192225,cpu,1727413689.503445,1727413679.9877322,9.54499697,0.00954499697,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,7b3d1a9a793979dac6171187a089a77e,predictions.json,reports/condense/svc/gzip/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,115.00026766117968,balanced,KNN,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,auto,rbf,0.5,1000,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC
929120420a5848eb321502b2e75adbf9,train,deckard.base.experiment.Experiment,929120420a5848eb321502b2e75adbf9,Truthseeker,cpu,929120420a5848eb321502b2e75adbf9,929120420a5848eb321502b2e75adbf9,k-SVC,929120420a5848eb321502b2e75adbf9,929120420a5848eb321502b2e75adbf9,0.52,16.578804572940374,cpu,1727413562.3952098,1727413540.3535607,27.16209869,0.067905246725,cpu,1727413540.353155,1727413530.7959833,9.58455034,0.00958455034,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,929120420a5848eb321502b2e75adbf9,predictions.json,reports/condense/svc/gzip/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,106.81577041949733,balanced,KNN,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,auto,rbf,0.5,1000,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC
90e5c4ceac236597466ba56fc873e542,train,deckard.base.experiment.Experiment,90e5c4ceac236597466ba56fc873e542,Truthseeker,cpu,90e5c4ceac236597466ba56fc873e542,90e5c4ceac236597466ba56fc873e542,k-SVC,90e5c4ceac236597466ba56fc873e542,90e5c4ceac236597466ba56fc873e542,0.4975,17.35593703679374,cpu,1727413517.709835,1727413493.9551797,29.00318295,0.072507957375,cpu,1727413493.9550784,1727413493.6932285,0.29047066,0.00029047066,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,90e5c4ceac236597466ba56fc873e542,predictions.json,reports/condense/svc/gzip/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,5.874238357561615,,SVC,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,scale,precomputed,0.5,1000,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC
7e1edd89ea1c0f5706170e728f9a6fdc,train,deckard.base.experiment.Experiment,7e1edd89ea1c0f5706170e728f9a6fdc,Truthseeker,cpu,7e1edd89ea1c0f5706170e728f9a6fdc,7e1edd89ea1c0f5706170e728f9a6fdc,k-SVC,7e1edd89ea1c0f5706170e728f9a6fdc,7e1edd89ea1c0f5706170e728f9a6fdc,0.5675,14.93821069518854,cpu,1727413526.5274932,1727413504.5434527,26.86158058,0.06715395145,cpu,1727413504.5433552,1727413493.6887343,10.87855149,0.01087855149,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,7e1edd89ea1c0f5706170e728f9a6fdc,predictions.json,reports/condense/svc/gzip/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,964.1606433852726,,KNN,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,auto,rbf,0.5,1000,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC
8110c388d8f3471269b8fcd278b5e3c2,train,deckard.base.experiment.Experiment,8110c388d8f3471269b8fcd278b5e3c2,Truthseeker,cpu,8110c388d8f3471269b8fcd278b5e3c2,8110c388d8f3471269b8fcd278b5e3c2,k-SVC,8110c388d8f3471269b8fcd278b5e3c2,8110c388d8f3471269b8fcd278b5e3c2,0.59,14.161046247437964,cpu,1727413396.5446246,1727413374.4916153,27.23639488,0.0680909872,cpu,1727413374.4915357,1727413369.0030537,5.52349707,0.00552349707,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,8110c388d8f3471269b8fcd278b5e3c2,predictions.json,reports/condense/svc/gzip/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,12.73863948127772,,Hardness,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,scale,rbf,0.5,1000,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC
82228b14237b659757df753f5f0207ba,train,deckard.base.experiment.Experiment,82228b14237b659757df753f5f0207ba,Truthseeker,cpu,82228b14237b659757df753f5f0207ba,82228b14237b659757df753f5f0207ba,k-SVC,82228b14237b659757df753f5f0207ba,82228b14237b659757df753f5f0207ba,0.5,17.26978799617044,cpu,1727413517.8901582,1727413493.9549236,28.80996609,0.072024915225,cpu,1727413493.9548204,1727413493.688486,0.29755269,0.00029755269,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,82228b14237b659757df753f5f0207ba,predictions.json,reports/condense/svc/gzip/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,0.0014494756662372,balanced,Sum,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,auto,precomputed,0.5,1000,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC
84b281e85df37537fae4c0617c5b673e,train,deckard.base.experiment.Experiment,84b281e85df37537fae4c0617c5b673e,Truthseeker,cpu,84b281e85df37537fae4c0617c5b673e,84b281e85df37537fae4c0617c5b673e,k-SVC,84b281e85df37537fae4c0617c5b673e,84b281e85df37537fae4c0617c5b673e,0.5,17.26978799617044,cpu,1727413556.3410048,1727413532.1909134,29.35782807,0.073394570175,cpu,1727413532.1908138,1727413531.9457748,0.27202612,0.00027202612,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,84b281e85df37537fae4c0617c5b673e,predictions.json,reports/condense/svc/gzip/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,0.0011466579244298,,Medoid,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,scale,precomputed,0.5,1000,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC
85e90a71a228ea932890f633998cf63d,train,deckard.base.experiment.Experiment,85e90a71a228ea932890f633998cf63d,Truthseeker,cpu,85e90a71a228ea932890f633998cf63d,85e90a71a228ea932890f633998cf63d,k-SVC,85e90a71a228ea932890f633998cf63d,85e90a71a228ea932890f633998cf63d,0.5725,14.765504819252532,cpu,1727413485.5221188,1727413462.150919,28.72552285,0.071813807125,cpu,1727413462.1508229,1727413452.2234192,9.95656955,0.00995656955,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,85e90a71a228ea932890f633998cf63d,predictions.json,reports/condense/svc/gzip/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,990.1222893208152,balanced,KNN,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,auto,rbf,0.5,1000,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC
