,Unnamed: 0,stage,_target_,data,dataset,device_id,files,model,model_name,name,scorers,train_time,train_time_per_sample,train_start_time,train_end_time,train_device,predict_time,predict_time_per_sample,predict_start_time,predict_end_time,predict_device,accuracy,log_loss,predictions,exception,data._target_,data.generate.name,data.generate.target,data.sample.random_state,data.sample.shuffle,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model._target_,model.library,model.art._target_,model.art.initialize.nb_classes,model.art.library,model.data._target_,model.data.generate.name,model.data.generate.target,model.data.sample.random_state,model.data.sample.shuffle,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.init._target_,model.init.compressor,model.init.distance_matrix,model.init.k,model.init.m,model.init.method,model.init.metric,model.init.name,model.init.symmetric,model.init.precompute,scorers._target_,scorers.accuracy._target_,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss._target_,scorers.log_loss.direction,scorers.log_loss.name,model_layers
60,4ae6446f5932146732e6a0ef49cdd003,train,deckard.base.experiment.Experiment,4ae6446f5932146732e6a0ef49cdd003,sms_spam,cpu,4ae6446f5932146732e6a0ef49cdd003,4ae6446f5932146732e6a0ef49cdd003,GzipClassifier,4ae6446f5932146732e6a0ef49cdd003,4ae6446f5932146732e6a0ef49cdd003,153.844797822,0.153844797822,1708480742.754741,1708480876.958177,cpu,50.549747709,0.050549747709,1708480560.8664348,1708480603.252649,cpu,0.95,1.726938819745535,sms_spam/reports/train/4ae6446f5932146732e6a0ef49cdd003/predictions.json,sms_spam/reports/train/4ae6446f5932146732e6a0ef49cdd003/exception.log,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,4ae6446f5932146732e6a0ef49cdd003,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Zstd,,7,500,Medoid,NCD,gzip_classifier.GzipClassifier,True,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
61,4b4984b21e19a04cecbc6b791e664347,train,deckard.base.experiment.Experiment,4b4984b21e19a04cecbc6b791e664347,sms_spam,cpu,4b4984b21e19a04cecbc6b791e664347,4b4984b21e19a04cecbc6b791e664347,GzipClassifier,4b4984b21e19a04cecbc6b791e664347,4b4984b21e19a04cecbc6b791e664347,156.708816809,0.156708816809,1708474864.910983,1708475013.2667148,cpu,44.099706798,0.044099706798,1708475013.2670336,1708475054.279659,cpu,0.87,4.49004093170166,sms_spam/reports/train/4b4984b21e19a04cecbc6b791e664347/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,4b4984b21e19a04cecbc6b791e664347,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,11,200,Sum,Levenshtein,gzip_classifier.GzipClassifier,False,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
62,4c410b9ba7ecb128bd64b8f9cbb56e7b,train,deckard.base.experiment.Experiment,4c410b9ba7ecb128bd64b8f9cbb56e7b,sms_spam,cpu,4c410b9ba7ecb128bd64b8f9cbb56e7b,4c410b9ba7ecb128bd64b8f9cbb56e7b,GzipClassifier,4c410b9ba7ecb128bd64b8f9cbb56e7b,4c410b9ba7ecb128bd64b8f9cbb56e7b,292.451935111,0.292451935111,1708480418.697943,1708480663.8512008,cpu,10.785972344,0.010785972344,1708480663.851732,1708480673.9813163,cpu,0.91,3.108489875793457,sms_spam/reports/train/4c410b9ba7ecb128bd64b8f9cbb56e7b/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,4c410b9ba7ecb128bd64b8f9cbb56e7b,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,11,10,Sum,NCD,gzip_classifier.GzipClassifier,False,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
63,4f56e2019c21cc7aef696f0ddf9424f7,train,deckard.base.experiment.Experiment,4f56e2019c21cc7aef696f0ddf9424f7,sms_spam,cpu,4f56e2019c21cc7aef696f0ddf9424f7,4f56e2019c21cc7aef696f0ddf9424f7,GzipClassifier,4f56e2019c21cc7aef696f0ddf9424f7,4f56e2019c21cc7aef696f0ddf9424f7,119.474190333,0.119474190333,1708479986.7733283,1708480099.1761866,cpu,90.623213342,0.090623213342,1708478101.9136438,1708478190.8404045,cpu,0.83,5.871591987134816,sms_spam/reports/train/4f56e2019c21cc7aef696f0ddf9424f7/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,4f56e2019c21cc7aef696f0ddf9424f7,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,3,500,Random,Hamming,gzip_classifier.GzipClassifier,True,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
64,4f77bb8debf75cfd09edc85e7f8db6c2,train,deckard.base.experiment.Experiment,4f77bb8debf75cfd09edc85e7f8db6c2,sms_spam,cpu,4f77bb8debf75cfd09edc85e7f8db6c2,4f77bb8debf75cfd09edc85e7f8db6c2,GzipClassifier,4f77bb8debf75cfd09edc85e7f8db6c2,4f77bb8debf75cfd09edc85e7f8db6c2,157.314448419,0.157314448419,1708478000.8884203,1708478154.4194715,cpu,24.603732513,0.024603732513,1708478154.4200552,1708478176.962403,cpu,0.72,9.670857391357425,sms_spam/reports/train/4f77bb8debf75cfd09edc85e7f8db6c2/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,4f77bb8debf75cfd09edc85e7f8db6c2,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,7,200,SVC,Levenshtein,gzip_classifier.GzipClassifier,False,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
67,51eff569f3cb3e12c5b225cef53ce243,train,deckard.base.experiment.Experiment,51eff569f3cb3e12c5b225cef53ce243,sms_spam,cpu,51eff569f3cb3e12c5b225cef53ce243,51eff569f3cb3e12c5b225cef53ce243,GzipClassifier,51eff569f3cb3e12c5b225cef53ce243,51eff569f3cb3e12c5b225cef53ce243,105.512714165,0.105512714165,1708477004.1409328,1708477103.0957837,cpu,94.472223305,0.094472223305,1708477103.0962837,1708477190.7617288,cpu,0.87,4.49004093170166,sms_spam/reports/train/51eff569f3cb3e12c5b225cef53ce243/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,51eff569f3cb3e12c5b225cef53ce243,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,3,500,Medoid,Ratio,gzip_classifier.GzipClassifier,True,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
68,5361d4aa94f0c0991a8d53e359e7c876,train,deckard.base.experiment.Experiment,5361d4aa94f0c0991a8d53e359e7c876,sms_spam,cpu,5361d4aa94f0c0991a8d53e359e7c876,5361d4aa94f0c0991a8d53e359e7c876,GzipClassifier,5361d4aa94f0c0991a8d53e359e7c876,5361d4aa94f0c0991a8d53e359e7c876,156.630739159,0.156630739159,1708474864.900079,1708475012.5446815,cpu,94.216454967,0.094216454967,1708475012.5448165,1708475100.126982,cpu,0.54,15.887837142944337,sms_spam/reports/train/5361d4aa94f0c0991a8d53e359e7c876/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,5361d4aa94f0c0991a8d53e359e7c876,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,5,500,Random,Ratio,gzip_classifier.GzipClassifier,False,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
69,5a934a4fe83b3c2d74a2940e6846ffca,train,deckard.base.experiment.Experiment,5a934a4fe83b3c2d74a2940e6846ffca,sms_spam,cpu,5a934a4fe83b3c2d74a2940e6846ffca,5a934a4fe83b3c2d74a2940e6846ffca,GzipClassifier,5a934a4fe83b3c2d74a2940e6846ffca,5a934a4fe83b3c2d74a2940e6846ffca,160.603668877,0.160603668877,1708477004.2450194,1708477156.2676303,cpu,12.682316274,0.012682316274,1708477156.26816,1708477168.2889955,cpu,0.87,4.49004093170166,sms_spam/reports/train/5a934a4fe83b3c2d74a2940e6846ffca/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,5a934a4fe83b3c2d74a2940e6846ffca,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,1,20,Medoid,Ratio,gzip_classifier.GzipClassifier,False,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
70,5b0ad5de4cebba70231598fef768c623,train,deckard.base.experiment.Experiment,5b0ad5de4cebba70231598fef768c623,sms_spam,cpu,5b0ad5de4cebba70231598fef768c623,5b0ad5de4cebba70231598fef768c623,GzipClassifier,5b0ad5de4cebba70231598fef768c623,5b0ad5de4cebba70231598fef768c623,150.192709415,0.150192709415,1708476298.3843083,1708476440.429303,cpu,11.967155253,0.011967155253,1708476440.4297228,1708476451.6143746,cpu,0.31,23.831755714416506,sms_spam/reports/train/5b0ad5de4cebba70231598fef768c623/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,5b0ad5de4cebba70231598fef768c623,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,11,50,Random,Jaro-Winkler,gzip_classifier.GzipClassifier,False,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
71,5d9bff22e7fc3f9d64a98044ff7ac56d,train,deckard.base.experiment.Experiment,5d9bff22e7fc3f9d64a98044ff7ac56d,sms_spam,cpu,5d9bff22e7fc3f9d64a98044ff7ac56d,5d9bff22e7fc3f9d64a98044ff7ac56d,GzipClassifier,5d9bff22e7fc3f9d64a98044ff7ac56d,5d9bff22e7fc3f9d64a98044ff7ac56d,89.886905229,0.089886905229,1708480051.4116757,1708480136.169093,cpu,39.70200485,0.03970200485,1708479950.520856,1708479987.993995,cpu,0.81,6.562367515033029,sms_spam/reports/train/5d9bff22e7fc3f9d64a98044ff7ac56d/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,5d9bff22e7fc3f9d64a98044ff7ac56d,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,3,500,SVC,Hamming,gzip_classifier.GzipClassifier,True,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
74,60c3d4d3180541191d212d76eb6b3c95,train,deckard.base.experiment.Experiment,60c3d4d3180541191d212d76eb6b3c95,sms_spam,cpu,60c3d4d3180541191d212d76eb6b3c95,60c3d4d3180541191d212d76eb6b3c95,GzipClassifier,60c3d4d3180541191d212d76eb6b3c95,60c3d4d3180541191d212d76eb6b3c95,150.223532676,0.150223532676,1708476126.5729418,1708476268.7452784,cpu,31.017491991,0.031017491991,1708476268.7454343,1708476297.3738556,cpu,0.85,5.1808164596557615,sms_spam/reports/train/60c3d4d3180541191d212d76eb6b3c95/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,60c3d4d3180541191d212d76eb6b3c95,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,7,100,Sum,Jaro-Winkler,gzip_classifier.GzipClassifier,False,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
76,6361d8d56409e90851ace255fdfa8046,train,deckard.base.experiment.Experiment,6361d8d56409e90851ace255fdfa8046,sms_spam,cpu,6361d8d56409e90851ace255fdfa8046,6361d8d56409e90851ace255fdfa8046,GzipClassifier,6361d8d56409e90851ace255fdfa8046,6361d8d56409e90851ace255fdfa8046,105.354221202,0.105354221202,1708477004.3449464,1708477103.4573066,cpu,23.177616333,0.023177616333,1708477103.457924,1708477124.6497023,cpu,0.78,7.598530807495117,sms_spam/reports/train/6361d8d56409e90851ace255fdfa8046/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,6361d8d56409e90851ace255fdfa8046,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,1,100,Sum,Jaro-Winkler,gzip_classifier.GzipClassifier,True,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
78,6542a6255ae287d22e6a4acf4c29f48f,train,deckard.base.experiment.Experiment,6542a6255ae287d22e6a4acf4c29f48f,sms_spam,cpu,6542a6255ae287d22e6a4acf4c29f48f,6542a6255ae287d22e6a4acf4c29f48f,GzipClassifier,6542a6255ae287d22e6a4acf4c29f48f,6542a6255ae287d22e6a4acf4c29f48f,120.259263428,0.120259263428,1708479405.687805,1708479518.965162,cpu,41.790577634,0.041790577634,1708477789.560882,1708477828.410679,cpu,0.74,8.980081862676776,sms_spam/reports/train/6542a6255ae287d22e6a4acf4c29f48f/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,6542a6255ae287d22e6a4acf4c29f48f,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,7,200,Sum,Jaro,gzip_classifier.GzipClassifier,True,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
79,663381a4d3d80ba128598913e762e532,train,deckard.base.experiment.Experiment,663381a4d3d80ba128598913e762e532,sms_spam,cpu,663381a4d3d80ba128598913e762e532,663381a4d3d80ba128598913e762e532,GzipClassifier,663381a4d3d80ba128598913e762e532,663381a4d3d80ba128598913e762e532,151.146636101,0.151146636101,1708476313.3559868,1708476456.414873,cpu,28.858976176,0.028858976176,1708476456.415244,1708476483.1904914,cpu,0.87,4.49004093170166,sms_spam/reports/train/663381a4d3d80ba128598913e762e532/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,663381a4d3d80ba128598913e762e532,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,7,200,Medoid,Jaro-Winkler,gzip_classifier.GzipClassifier,False,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
80,67ab7827bf89fb139d6c1c97c9902b47,train,deckard.base.experiment.Experiment,67ab7827bf89fb139d6c1c97c9902b47,sms_spam,cpu,67ab7827bf89fb139d6c1c97c9902b47,67ab7827bf89fb139d6c1c97c9902b47,GzipClassifier,67ab7827bf89fb139d6c1c97c9902b47,67ab7827bf89fb139d6c1c97c9902b47,105.834001683,0.105834001683,1708477004.286826,1708477103.743865,cpu,94.299637842,0.094299637842,1708477103.7444658,1708477191.234004,cpu,0.86,4.835428695678711,sms_spam/reports/train/67ab7827bf89fb139d6c1c97c9902b47/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,67ab7827bf89fb139d6c1c97c9902b47,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,7,500,Medoid,Jaro,gzip_classifier.GzipClassifier,True,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
81,67f7244cbd753c43e0142d8d5b52b5be,train,deckard.base.experiment.Experiment,67f7244cbd753c43e0142d8d5b52b5be,sms_spam,cpu,67f7244cbd753c43e0142d8d5b52b5be,67f7244cbd753c43e0142d8d5b52b5be,GzipClassifier,67f7244cbd753c43e0142d8d5b52b5be,67f7244cbd753c43e0142d8d5b52b5be,116.830677667,0.116830677667,1708480276.010329,1708480385.8892272,cpu,14.28899325,0.01428899325,1708480262.1253362,1708480275.701794,cpu,0.87,4.490040931338389,sms_spam/reports/train/67f7244cbd753c43e0142d8d5b52b5be/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,67f7244cbd753c43e0142d8d5b52b5be,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,5,20,Sum,Hamming,gzip_classifier.GzipClassifier,True,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
82,69b7e173f0c08362fd5f56a27aa966d8,train,deckard.base.experiment.Experiment,69b7e173f0c08362fd5f56a27aa966d8,sms_spam,cpu,69b7e173f0c08362fd5f56a27aa966d8,69b7e173f0c08362fd5f56a27aa966d8,GzipClassifier,69b7e173f0c08362fd5f56a27aa966d8,69b7e173f0c08362fd5f56a27aa966d8,257.261105637,0.257261105637,1708480418.5506606,1708480602.2794094,cpu,22.871562358,0.022871562358,1708480602.280058,1708480618.705644,cpu,0.92,2.7631021118164063,sms_spam/reports/train/69b7e173f0c08362fd5f56a27aa966d8/predictions.json,sms_spam/reports/train/69b7e173f0c08362fd5f56a27aa966d8/exception.log,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,69b7e173f0c08362fd5f56a27aa966d8,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,BZ2,,1,100,Sum,NCD,gzip_classifier.GzipClassifier,True,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
83,6a20c1419f878e4ba2b5e85da8a7b7a8,train,deckard.base.experiment.Experiment,6a20c1419f878e4ba2b5e85da8a7b7a8,sms_spam,cpu,6a20c1419f878e4ba2b5e85da8a7b7a8,6a20c1419f878e4ba2b5e85da8a7b7a8,GzipClassifier,6a20c1419f878e4ba2b5e85da8a7b7a8,6a20c1419f878e4ba2b5e85da8a7b7a8,116.122232547,0.116122232547,1708477125.1183815,1708477234.206913,cpu,79.799244855,0.079799244855,1708477234.2073405,1708477308.319649,cpu,0.9,3.453877639770508,sms_spam/reports/train/6a20c1419f878e4ba2b5e85da8a7b7a8/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,6a20c1419f878e4ba2b5e85da8a7b7a8,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,3,500,Sum,Hamming,gzip_classifier.GzipClassifier,True,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
84,6acf08aa0a815b1bce362c11e7e9f149,train,deckard.base.experiment.Experiment,6acf08aa0a815b1bce362c11e7e9f149,sms_spam,cpu,6acf08aa0a815b1bce362c11e7e9f149,6acf08aa0a815b1bce362c11e7e9f149,GzipClassifier,6acf08aa0a815b1bce362c11e7e9f149,6acf08aa0a815b1bce362c11e7e9f149,149.518384083,0.149518384083,1708476126.5771751,1708476268.1485348,cpu,31.478984307,0.031478984307,1708476268.1494305,1708476297.2685516,cpu,0.54,15.887837142944337,sms_spam/reports/train/6acf08aa0a815b1bce362c11e7e9f149/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,6acf08aa0a815b1bce362c11e7e9f149,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,11,100,Random,Jaro-Winkler,gzip_classifier.GzipClassifier,False,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
85,6afd06f4d46793bbfe267266a748739e,train,deckard.base.experiment.Experiment,6afd06f4d46793bbfe267266a748739e,sms_spam,cpu,6afd06f4d46793bbfe267266a748739e,6afd06f4d46793bbfe267266a748739e,GzipClassifier,6afd06f4d46793bbfe267266a748739e,6afd06f4d46793bbfe267266a748739e,292.102788379,0.292102788379,1708480418.6624255,1708480663.0706284,cpu,18.453362675,0.018453362675,1708480663.0711553,1708480678.7643583,cpu,0.91,3.108489875793457,sms_spam/reports/train/6afd06f4d46793bbfe267266a748739e/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,6afd06f4d46793bbfe267266a748739e,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,3,100,Sum,NCD,gzip_classifier.GzipClassifier,False,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
86,6ba0e2bb9ac23e54f975a94c31500bfc,train,deckard.base.experiment.Experiment,6ba0e2bb9ac23e54f975a94c31500bfc,sms_spam,cpu,6ba0e2bb9ac23e54f975a94c31500bfc,6ba0e2bb9ac23e54f975a94c31500bfc,GzipClassifier,6ba0e2bb9ac23e54f975a94c31500bfc,6ba0e2bb9ac23e54f975a94c31500bfc,158.478186284,0.158478186284,1708478144.0223472,1708478296.2284448,cpu,6.757371077,0.006757371077,1708478296.228527,1708478302.8389118,cpu,0.87,4.49004093170166,sms_spam/reports/train/6ba0e2bb9ac23e54f975a94c31500bfc/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,6ba0e2bb9ac23e54f975a94c31500bfc,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,11,10,Medoid,Ratio,gzip_classifier.GzipClassifier,False,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
