,stage,_target_,data,Dataset,device_id,files,model,Model,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,data.name,data.target,data.sample.random_state,data.sample.shuffle,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_dir,files.data_file,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model.library,model.data.name,model.data.sample.random_state,model.data.sample.shuffle,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.algorithm,Condensing Method,model.init.distance_matrix,model.init.k,Condensing Ratio,Metric,model.init.modified,model.init.name,Symmetric,model.init.weights,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss.direction,scorers.log_loss.name,model_layers
71f25fa1a18cf5281c403161651fed67,train,deckard.base.experiment.Experiment,71f25fa1a18cf5281c403161651fed67,SMS Spam,cpu,71f25fa1a18cf5281c403161651fed67,71f25fa1a18cf5281c403161651fed67,k-KNN,71f25fa1a18cf5281c403161651fed67,71f25fa1a18cf5281c403161651fed67,0.9275,2.5040872755475068,cpu,1727381889.9449835,1727381879.8447027,11.78460124,0.0294615031,cpu,1727381879.8446062,1727381879.6480656,0.22271693,0.00022271693,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,71f25fa1a18cf5281c403161651fed67,predictions.json,reports/condense/knn/gzip/0.2/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,brute,Medoid,sms_spam/models/gzip/symmetry_true/modified_true/1000-400-0.npz,3,0.2,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
7dffcaa89c7e52b3129e0797366cf617,train,deckard.base.experiment.Experiment,7dffcaa89c7e52b3129e0797366cf617,SMS Spam,cpu,7dffcaa89c7e52b3129e0797366cf617,7dffcaa89c7e52b3129e0797366cf617,k-KNN,7dffcaa89c7e52b3129e0797366cf617,7dffcaa89c7e52b3129e0797366cf617,0.9325,2.3313794006179247,cpu,1727381868.6734016,1727381859.1140246,11.20691384,0.0280172846,cpu,1727381859.1139293,1727381858.899015,0.23876401,0.00023876401,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,7dffcaa89c7e52b3129e0797366cf617,predictions.json,reports/condense/knn/gzip/0.2/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,brute,SVC,sms_spam/models/gzip/symmetry_true/modified_true/1000-400-0.npz,3,0.2,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
7f92017f8528062cee1e6028332728a1,train,deckard.base.experiment.Experiment,7f92017f8528062cee1e6028332728a1,SMS Spam,cpu,7f92017f8528062cee1e6028332728a1,7f92017f8528062cee1e6028332728a1,k-KNN,7f92017f8528062cee1e6028332728a1,7f92017f8528062cee1e6028332728a1,0.93,2.4177303395923526,cpu,1727381907.534608,1727381897.7408533,11.34559109,0.028363977725,cpu,1727381897.7407742,1727381897.554531,0.21049033,0.00021049033,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,7f92017f8528062cee1e6028332728a1,predictions.json,reports/condense/knn/gzip/0.2/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,brute,Random,sms_spam/models/gzip/symmetry_true/modified_true/1000-400-0.npz,3,0.2,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
a7d091a70b52d12e4cd63b97060822f0,train,deckard.base.experiment.Experiment,a7d091a70b52d12e4cd63b97060822f0,SMS Spam,cpu,a7d091a70b52d12e4cd63b97060822f0,a7d091a70b52d12e4cd63b97060822f0,k-KNN,a7d091a70b52d12e4cd63b97060822f0,a7d091a70b52d12e4cd63b97060822f0,0.9325,2.3313873965922265,cpu,1727381910.6456463,1727381900.8709407,11.32886301,0.028322157525,cpu,1727381900.8704448,1727381897.706881,3.18081255,0.00318081255,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,a7d091a70b52d12e4cd63b97060822f0,predictions.json,reports/condense/knn/gzip/0.2/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,brute,KNN,sms_spam/models/gzip/symmetry_true/modified_true/1000-400-0.npz,3,0.2,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
b6bb2162e7218cdb10b45ef024d02f04,train,deckard.base.experiment.Experiment,b6bb2162e7218cdb10b45ef024d02f04,SMS Spam,cpu,b6bb2162e7218cdb10b45ef024d02f04,b6bb2162e7218cdb10b45ef024d02f04,k-KNN,b6bb2162e7218cdb10b45ef024d02f04,b6bb2162e7218cdb10b45ef024d02f04,0.9325,2.3313873965922265,cpu,1727381889.9325345,1727381880.0756297,11.55102846,0.02887757115,cpu,1727381880.075544,1727381879.5828624,0.51331335,0.00051331335,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,b6bb2162e7218cdb10b45ef024d02f04,predictions.json,reports/condense/knn/gzip/0.2/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,brute,NearMiss,sms_spam/models/gzip/symmetry_true/modified_true/1000-400-0.npz,3,0.2,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
b7d825f09f2c168b8d9c6dc53388a9a0,train,deckard.base.experiment.Experiment,b7d825f09f2c168b8d9c6dc53388a9a0,SMS Spam,cpu,b7d825f09f2c168b8d9c6dc53388a9a0,b7d825f09f2c168b8d9c6dc53388a9a0,k-KNN,b7d825f09f2c168b8d9c6dc53388a9a0,b7d825f09f2c168b8d9c6dc53388a9a0,0.9325,2.3313873965922265,cpu,1727381872.619131,1727381862.8984797,11.39518581,0.028487964525,cpu,1727381862.8983948,1727381858.955592,3.96383129,0.00396383129,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,b7d825f09f2c168b8d9c6dc53388a9a0,predictions.json,reports/condense/knn/gzip/0.2/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,brute,Hardness,sms_spam/models/gzip/symmetry_true/modified_true/1000-400-0.npz,3,0.2,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
dab9ced792d0178800e332ff4eee6462,train,deckard.base.experiment.Experiment,dab9ced792d0178800e332ff4eee6462,SMS Spam,cpu,dab9ced792d0178800e332ff4eee6462,dab9ced792d0178800e332ff4eee6462,k-KNN,dab9ced792d0178800e332ff4eee6462,dab9ced792d0178800e332ff4eee6462,0.9325,2.3313873965922265,cpu,1727381872.0050662,1727381862.3140037,11.32523367,0.028313084175,cpu,1727381862.3139153,1727381858.8856256,3.4451196,0.0034451196,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,dab9ced792d0178800e332ff4eee6462,predictions.json,reports/condense/knn/gzip/0.2/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,brute,KNN,sms_spam/models/gzip/symmetry_true/modified_true/1000-400-0.npz,3,0.2,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
e244deaab03ccb10a784e361476f2d68,train,deckard.base.experiment.Experiment,e244deaab03ccb10a784e361476f2d68,SMS Spam,cpu,e244deaab03ccb10a784e361476f2d68,e244deaab03ccb10a784e361476f2d68,k-KNN,e244deaab03ccb10a784e361476f2d68,e244deaab03ccb10a784e361476f2d68,0.9325,2.3313794006179247,cpu,1727381907.6276522,1727381897.8089116,11.41208899,0.028530222475,cpu,1727381897.8088295,1727381897.621523,0.21426275,0.00021426275,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,e244deaab03ccb10a784e361476f2d68,predictions.json,reports/condense/knn/gzip/0.2/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,brute,SVC,sms_spam/models/gzip/symmetry_true/modified_true/1000-400-0.npz,3,0.2,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
ec7b1923051aeebd14bf148bb271e5e5,train,deckard.base.experiment.Experiment,ec7b1923051aeebd14bf148bb271e5e5,SMS Spam,cpu,ec7b1923051aeebd14bf148bb271e5e5,ec7b1923051aeebd14bf148bb271e5e5,k-KNN,ec7b1923051aeebd14bf148bb271e5e5,ec7b1923051aeebd14bf148bb271e5e5,0.9275,2.5040872755475068,cpu,1727381868.8418722,1727381859.2730243,11.25496093,0.028137402325,cpu,1727381859.272929,1727381859.0488422,0.24509289,0.00024509289,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,ec7b1923051aeebd14bf148bb271e5e5,predictions.json,reports/condense/knn/gzip/0.2/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,brute,Medoid,sms_spam/models/gzip/symmetry_true/modified_true/1000-400-0.npz,3,0.2,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
1f7379ae282caf954712f70beaa2a531,train,deckard.base.experiment.Experiment,1f7379ae282caf954712f70beaa2a531,SMS Spam,cpu,1f7379ae282caf954712f70beaa2a531,1f7379ae282caf954712f70beaa2a531,k-KNN,1f7379ae282caf954712f70beaa2a531,1f7379ae282caf954712f70beaa2a531,0.9425,1.985991636668818,cpu,1727391993.885247,1727391975.7878866,17.25924623,0.043148115575,cpu,1727391975.7877896,1727391975.587086,0.21963138,0.00021963138,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,1f7379ae282caf954712f70beaa2a531,predictions.json,reports/condense/knn/gzip/0.3/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,brute,SVC,sms_spam/models/gzip/symmetry_true/modified_true/1000-400-0.npz,3,0.3,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
538780927f71f03a337f099f13965ae4,train,deckard.base.experiment.Experiment,538780927f71f03a337f099f13965ae4,SMS Spam,cpu,538780927f71f03a337f099f13965ae4,538780927f71f03a337f099f13965ae4,k-KNN,538780927f71f03a337f099f13965ae4,538780927f71f03a337f099f13965ae4,0.9375,2.1586875176369467,cpu,1727391920.89004,1727391901.998162,17.53989479,0.043849736975,cpu,1727391901.9980743,1727391901.8008676,0.22655749,0.00022655749,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,538780927f71f03a337f099f13965ae4,predictions.json,reports/condense/knn/gzip/0.3/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,brute,Random,sms_spam/models/gzip/symmetry_true/modified_true/1000-400-0.npz,3,0.3,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
0accf97394baab5b8401331f08695350,train,deckard.base.experiment.Experiment,0accf97394baab5b8401331f08695350,SMS Spam,cpu,0accf97394baab5b8401331f08695350,0accf97394baab5b8401331f08695350,k-KNN,0accf97394baab5b8401331f08695350,0accf97394baab5b8401331f08695350,0.9325,2.331369405650048,cpu,1726260914.0647593,1726260869.206139,50.03626727,0.125090668175,cpu,1726260869.2054117,1726260812.2197125,63.5658516,0.0635658516,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,0accf97394baab5b8401331f08695350,predictions.json,reports/condense/knn/zstd/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,brute,Random,sms_spam/models/zstd/symmetry_true/modified_true/1000-400-0.npz,3,1.0,ZSTD,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
