,stage,_target_,data,Dataset,device_id,files,model,Model,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,data.name,data.target,data.sample.random_state,data.sample.shuffle,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_dir,files.data_file,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model.library,model.data.name,model.data.sample.random_state,model.data.sample.shuffle,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.algorithm,Condensing Method,model.init.distance_matrix,model.init.k,Condensing Ratio,Metric,model.init.modified,model.init.name,Symmetric,model.init.weights,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss.direction,scorers.log_loss.name,model_layers,model.init.C,model.init.class_weight,model.init.fit_intercept,model.init.max_iter,model.init.penalty,model.init.solver,model.init.tol,id,model.init.gamma,model.init.kernel
286,train,deckard.base.experiment.Experiment,8bb460028f7e6108b9f9bc0af3819e55,Truthseeker,cpu,8bb460028f7e6108b9f9bc0af3819e55,8bb460028f7e6108b9f9bc0af3819e55,k-Logistic,8bb460028f7e6108b9f9bc0af3819e55,8bb460028f7e6108b9f9bc0af3819e55,0.555,15.369941402137774,cpu,1727410526.8294077,1727410485.1812592,50.25852705,0.125646317625,cpu,1727410485.1811652,1727410478.6903007,6.51895271,0.00651895271,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,8bb460028f7e6108b9f9bc0af3819e55,predictions.json,reports/condense/logistic/gzip/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,,Sum,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,,0.9,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,554.0261327486415,balanced,True,1000.0,l2,saga,3.78146703955157e-05,8bb460028f7e6108b9f9bc0af3819e55,,
287,train,deckard.base.experiment.Experiment,8c19bc75c70a2586b718f430f4f70d4b,Truthseeker,cpu,8c19bc75c70a2586b718f430f4f70d4b,8c19bc75c70a2586b718f430f4f70d4b,k-Logistic,8c19bc75c70a2586b718f430f4f70d4b,8c19bc75c70a2586b718f430f4f70d4b,0.5525,15.45624436526639,cpu,1727410034.5870647,1727409993.7183626,50.10759811,0.125268995275,cpu,1727409993.7182658,1727409987.1789806,6.57377113,0.00657377113,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,8c19bc75c70a2586b718f430f4f70d4b,predictions.json,reports/condense/logistic/gzip/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,,Random,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,,0.9,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,3.527659308731477,balanced,True,1000.0,l2,saga,1.5046889326227972e-05,8c19bc75c70a2586b718f430f4f70d4b,,
288,train,deckard.base.experiment.Experiment,8c730412235a19a3bdd838717fdf7d7e,Truthseeker,cpu,8c730412235a19a3bdd838717fdf7d7e,8c730412235a19a3bdd838717fdf7d7e,k-Logistic,8c730412235a19a3bdd838717fdf7d7e,8c730412235a19a3bdd838717fdf7d7e,0.58,14.506416020444895,cpu,1727409869.9470396,1727409831.460545,47.67995981,0.119199899525,cpu,1727409831.4599636,1727409825.0155537,6.47425727,0.00647425727,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,8c730412235a19a3bdd838717fdf7d7e,predictions.json,reports/condense/logistic/gzip/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,,NearMiss,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,,0.9,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,0.8424445334660745,,False,1000.0,l2,saga,8.02154664937941e-05,8c730412235a19a3bdd838717fdf7d7e,,
289,train,deckard.base.experiment.Experiment,8d5e11d100019c96f524941a331d597d,Truthseeker,cpu,8d5e11d100019c96f524941a331d597d,8d5e11d100019c96f524941a331d597d,k-Logistic,8d5e11d100019c96f524941a331d597d,8d5e11d100019c96f524941a331d597d,0.5975,13.90201741843759,cpu,1727410303.5002935,1727410267.9536197,43.50278485,0.108756962125,cpu,1727410267.9535303,1727410254.4565957,13.49907394,0.01349907394,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,8d5e11d100019c96f524941a331d597d,predictions.json,reports/condense/logistic/gzip/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,,KNN,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,,0.9,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,428.84895420513976,,False,1000.0,l2,saga,1.2037005453225752e-05,8d5e11d100019c96f524941a331d597d,,
290,train,deckard.base.experiment.Experiment,90f1cfae0d07be61da6d4c30dced340d,Truthseeker,cpu,90f1cfae0d07be61da6d4c30dced340d,90f1cfae0d07be61da6d4c30dced340d,k-Logistic,90f1cfae0d07be61da6d4c30dced340d,90f1cfae0d07be61da6d4c30dced340d,0.5725,14.765524809188287,cpu,1727409700.2206817,1727409675.3372428,30.33751525,0.075843788125,cpu,1727409675.3371477,1727409671.704258,3.65901117,0.00365901117,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,90f1cfae0d07be61da6d4c30dced340d,predictions.json,reports/condense/logistic/gzip/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,,SVC,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,,0.9,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,67.81034949918865,,True,1000.0,l1,saga,1.558084115787555e-05,90f1cfae0d07be61da6d4c30dced340d,,
291,train,deckard.base.experiment.Experiment,92d9826ff1377f26e1b72b324bb10eb4,Truthseeker,cpu,92d9826ff1377f26e1b72b324bb10eb4,92d9826ff1377f26e1b72b324bb10eb4,k-Logistic,92d9826ff1377f26e1b72b324bb10eb4,92d9826ff1377f26e1b72b324bb10eb4,0.59,14.161020260521486,cpu,1727409753.5743887,1727409713.3372357,48.90264372,0.1222566093,cpu,1727409713.3371413,1727409708.319533,5.04340318,0.00504340318,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,92d9826ff1377f26e1b72b324bb10eb4,predictions.json,reports/condense/logistic/gzip/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,,NearMiss,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,,0.9,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,0.4378966385423139,,True,1000.0,l2,saga,6.938990636781707e-05,92d9826ff1377f26e1b72b324bb10eb4,,
292,train,deckard.base.experiment.Experiment,95e87c118bac7238226a4a41fc60e665,Truthseeker,cpu,95e87c118bac7238226a4a41fc60e665,95e87c118bac7238226a4a41fc60e665,k-Logistic,95e87c118bac7238226a4a41fc60e665,95e87c118bac7238226a4a41fc60e665,0.5525,15.456240367279236,cpu,1727410033.866415,1727409993.753679,49.22364662,0.12305911655,cpu,1727409993.753576,1727409987.2078316,6.57531955,0.00657531955,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,95e87c118bac7238226a4a41fc60e665,predictions.json,reports/condense/logistic/gzip/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,,Random,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,,0.9,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,0.0657132414293659,balanced,True,1000.0,l2,saga,1.905090119201528e-05,95e87c118bac7238226a4a41fc60e665,,
293,train,deckard.base.experiment.Experiment,9aa78c4e01596fc64353def676a10816,Truthseeker,cpu,9aa78c4e01596fc64353def676a10816,9aa78c4e01596fc64353def676a10816,k-Logistic,9aa78c4e01596fc64353def676a10816,9aa78c4e01596fc64353def676a10816,0.6,13.81566248147601,cpu,1727410418.444242,1727410383.5279665,42.97083776,0.1074270944,cpu,1727410383.527856,1727410369.8059156,13.75189903,0.01375189903,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,9aa78c4e01596fc64353def676a10816,predictions.json,reports/condense/logistic/gzip/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,,KNN,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,,0.9,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,318.0127188319064,balanced,True,1000.0,l2,saga,5.275697534557458e-05,9aa78c4e01596fc64353def676a10816,,
294,train,deckard.base.experiment.Experiment,9f908704b5dac80decc36e419d1b0ce5,Truthseeker,cpu,9f908704b5dac80decc36e419d1b0ce5,9f908704b5dac80decc36e419d1b0ce5,k-Logistic,9f908704b5dac80decc36e419d1b0ce5,9f908704b5dac80decc36e419d1b0ce5,0.6025,13.729317539482308,cpu,1727410250.1472626,1727410214.9136052,43.2834856,0.108208714,cpu,1727410214.913517,1727410201.207946,13.73206359,0.01373206359,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,9f908704b5dac80decc36e419d1b0ce5,predictions.json,reports/condense/logistic/gzip/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,,KNN,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,,0.9,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,385.31160155328615,balanced,True,1000.0,l2,saga,0.0003507325261577,9f908704b5dac80decc36e419d1b0ce5,,
295,train,deckard.base.experiment.Experiment,a0584cfeac6c1137b4787582835e4e12,Truthseeker,cpu,a0584cfeac6c1137b4787582835e4e12,a0584cfeac6c1137b4787582835e4e12,k-Logistic,a0584cfeac6c1137b4787582835e4e12,a0584cfeac6c1137b4787582835e4e12,0.575,14.6791298923552,cpu,1727410357.983846,1727410319.812225,47.26935671,0.118173391775,cpu,1727410319.811319,1727410313.352533,6.48889579,0.00648889579,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,a0584cfeac6c1137b4787582835e4e12,predictions.json,reports/condense/logistic/gzip/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,,Random,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,,0.9,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,928.1018696269772,,False,1000.0,l2,saga,2.2914676185623734e-05,a0584cfeac6c1137b4787582835e4e12,,
296,train,deckard.base.experiment.Experiment,a95371c8c2995f4c612c2d8f0741fe43,Truthseeker,cpu,a95371c8c2995f4c612c2d8f0741fe43,a95371c8c2995f4c612c2d8f0741fe43,k-Logistic,a95371c8c2995f4c612c2d8f0741fe43,a95371c8c2995f4c612c2d8f0741fe43,0.5275,16.31960183149893,cpu,1727409865.6734593,1727409826.1104157,48.99238486,0.12248096215,cpu,1727409826.1103132,1727409825.1236122,1.00831403,0.00100831403,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,a95371c8c2995f4c612c2d8f0741fe43,predictions.json,reports/condense/logistic/gzip/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,,NearMiss,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,,0.9,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,0.0217909897643829,,False,1000.0,l2,saga,2.6783710108313183e-05,a95371c8c2995f4c612c2d8f0741fe43,,
297,train,deckard.base.experiment.Experiment,7e674a861f717e6cf163c374a7e61b5c,Truthseeker,cpu,7e674a861f717e6cf163c374a7e61b5c,7e674a861f717e6cf163c374a7e61b5c,k-Logistic,7e674a861f717e6cf163c374a7e61b5c,7e674a861f717e6cf163c374a7e61b5c,0.5625,15.110916571124548,cpu,1727410415.6469269,1727410376.3026214,48.37823288,0.1209455822,cpu,1727410376.3025262,1727410369.79669,6.5310188,0.0065310188,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,7e674a861f717e6cf163c374a7e61b5c,predictions.json,reports/condense/logistic/gzip/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,,Medoid,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,,0.9,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,180.532912939554,balanced,True,1000.0,l2,saga,0.0005098422972507,7e674a861f717e6cf163c374a7e61b5c,,
298,train,deckard.base.experiment.Experiment,7d505e0844280ee137f282efefd56736,Truthseeker,cpu,7d505e0844280ee137f282efefd56736,7d505e0844280ee137f282efefd56736,k-Logistic,7d505e0844280ee137f282efefd56736,7d505e0844280ee137f282efefd56736,0.5925,14.074713299405715,cpu,1727410142.127823,1727410108.2647903,41.80550116,0.1045137529,cpu,1727410108.264695,1727410094.862835,13.43407378,0.01343407378,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,7d505e0844280ee137f282efefd56736,predictions.json,reports/condense/logistic/gzip/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,,KNN,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,,0.9,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,71.5348537701798,,True,1000.0,l2,saga,0.0001721800464729,7d505e0844280ee137f282efefd56736,,
299,train,deckard.base.experiment.Experiment,7b4ab71f43061d621b9ba2e7de011771,Truthseeker,cpu,7b4ab71f43061d621b9ba2e7de011771,7b4ab71f43061d621b9ba2e7de011771,k-Logistic,7b4ab71f43061d621b9ba2e7de011771,7b4ab71f43061d621b9ba2e7de011771,0.5125,16.838023306330424,cpu,1727409734.680501,1727409710.6819756,29.55163408,0.0738790852,cpu,1727409710.681884,1727409708.3192086,2.39488605,0.00239488605,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,7b4ab71f43061d621b9ba2e7de011771,predictions.json,reports/condense/logistic/gzip/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,,SVC,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,,0.9,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,0.0765612038638723,,True,1000.0,l2,saga,2.163803600002136e-05,7b4ab71f43061d621b9ba2e7de011771,,
300,train,deckard.base.experiment.Experiment,79c30fca3282705202399a5dcf2b4fdf,Truthseeker,cpu,79c30fca3282705202399a5dcf2b4fdf,79c30fca3282705202399a5dcf2b4fdf,k-Logistic,79c30fca3282705202399a5dcf2b4fdf,79c30fca3282705202399a5dcf2b4fdf,0.5725,14.765524809188287,cpu,1727409700.3291104,1727409675.45875,30.33412366,0.07583530915,cpu,1727409675.4586608,1727409671.850313,3.63397515,0.00363397515,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,79c30fca3282705202399a5dcf2b4fdf,predictions.json,reports/condense/logistic/gzip/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,,SVC,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,,0.9,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,778.9584517579549,,True,1000.0,l1,saga,1.808407519317421e-05,79c30fca3282705202399a5dcf2b4fdf,,
301,train,deckard.base.experiment.Experiment,52ca8d232352c3f5bfe92892d64e0363,Truthseeker,cpu,52ca8d232352c3f5bfe92892d64e0363,52ca8d232352c3f5bfe92892d64e0363,k-Logistic,52ca8d232352c3f5bfe92892d64e0363,52ca8d232352c3f5bfe92892d64e0363,0.605,13.642968599501454,cpu,1727410419.90152,1727410383.6608508,44.10990322,0.11027475805,cpu,1727410383.6607506,1727410369.9562316,13.73168856,0.01373168856,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,52ca8d232352c3f5bfe92892d64e0363,predictions.json,reports/condense/logistic/gzip/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,,KNN,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,,0.9,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,103.1986498395406,balanced,True,1000.0,l2,saga,0.0002508581518845,52ca8d232352c3f5bfe92892d64e0363,,
302,train,deckard.base.experiment.Experiment,56db62a512e06475faf28473638f7a20,Truthseeker,cpu,56db62a512e06475faf28473638f7a20,56db62a512e06475faf28473638f7a20,k-Logistic,56db62a512e06475faf28473638f7a20,56db62a512e06475faf28473638f7a20,0.57,14.85187374916914,cpu,1727409698.79379,1727409675.3267856,28.92125883,0.072303147075,cpu,1727409675.3266888,1727409671.7177553,3.63479264,0.00363479264,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,56db62a512e06475faf28473638f7a20,predictions.json,reports/condense/logistic/gzip/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,,SVC,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,,0.9,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,33.50544717863186,,True,1000.0,l1,saga,1.2291880607353406e-05,56db62a512e06475faf28473638f7a20,,
303,train,deckard.base.experiment.Experiment,57511019c23d3bab6491818e584dfa9c,Truthseeker,cpu,57511019c23d3bab6491818e584dfa9c,57511019c23d3bab6491818e584dfa9c,k-Logistic,57511019c23d3bab6491818e584dfa9c,57511019c23d3bab6491818e584dfa9c,0.605,13.642968599501454,cpu,1727410420.5918107,1727410383.24482,45.36954596,0.1134238649,cpu,1727410383.24379,1727410369.819871,13.44755683,0.01344755683,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,57511019c23d3bab6491818e584dfa9c,predictions.json,reports/condense/logistic/gzip/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,,KNN,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,,0.9,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,147.24754020542514,balanced,True,1000.0,l2,saga,0.0001056273507774,57511019c23d3bab6491818e584dfa9c,,
304,train,deckard.base.experiment.Experiment,5885d0b024dc4e4f6ab4fd9e8020d34e,Truthseeker,cpu,5885d0b024dc4e4f6ab4fd9e8020d34e,5885d0b024dc4e4f6ab4fd9e8020d34e,k-Logistic,5885d0b024dc4e4f6ab4fd9e8020d34e,5885d0b024dc4e4f6ab4fd9e8020d34e,0.5975,13.90201741843759,cpu,1727410248.8894532,1727410214.9060662,41.97946847,0.104948671175,cpu,1727410214.9059727,1727410201.2033744,13.72666531,0.01372666531,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,5885d0b024dc4e4f6ab4fd9e8020d34e,predictions.json,reports/condense/logistic/gzip/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,,KNN,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,,0.9,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,240.673240702638,,False,1000.0,l2,saga,5.679696393420104e-05,5885d0b024dc4e4f6ab4fd9e8020d34e,,
305,train,deckard.base.experiment.Experiment,5902ebe64e5bf6c05b8c78a18176a894,Truthseeker,cpu,5902ebe64e5bf6c05b8c78a18176a894,5902ebe64e5bf6c05b8c78a18176a894,k-Logistic,5902ebe64e5bf6c05b8c78a18176a894,5902ebe64e5bf6c05b8c78a18176a894,0.575,14.679115899400172,cpu,1727410090.303733,1727410050.5983796,48.8557771,0.12213944275,cpu,1727410050.5982957,1727410040.9121006,9.71079833,0.00971079833,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,5902ebe64e5bf6c05b8c78a18176a894,predictions.json,reports/condense/logistic/gzip/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,,Random,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,,0.9,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,1.8841849385699183,,True,1000.0,l1,saga,1.546763642244232e-05,5902ebe64e5bf6c05b8c78a18176a894,,
306,train,deckard.base.experiment.Experiment,59c2ecfb5db5153fabac85f7935d895a,Truthseeker,cpu,59c2ecfb5db5153fabac85f7935d895a,59c2ecfb5db5153fabac85f7935d895a,k-Logistic,59c2ecfb5db5153fabac85f7935d895a,59c2ecfb5db5153fabac85f7935d895a,0.595,13.98836635841844,cpu,1727410144.152984,1727410108.3921576,43.758469,0.1093961725,cpu,1727410108.3920543,1727410094.8867168,13.53385304,0.01353385304,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,59c2ecfb5db5153fabac85f7935d895a,predictions.json,reports/condense/logistic/gzip/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,,KNN,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,,0.9,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,43.82842341844795,,True,1000.0,l2,saga,0.0002192126177343,59c2ecfb5db5153fabac85f7935d895a,,
