,stage,_target_,data,Dataset,device_id,files,model,Model,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,data.name,data.target,data.sample.random_state,data.sample.shuffle,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_dir,files.data_file,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model.library,model.data.name,model.data.sample.random_state,model.data.sample.shuffle,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.algorithm,model.init.k,Condensing Ratio,Metric,model.init.name,Symmetric,model.init.weights,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss.direction,scorers.log_loss.name,model_layers,Condensing Method,model.init.modified,model.init.C,model.init.class_weight,model.init.fit_intercept,model.init.max_iter,model.init.penalty,model.init.solver,model.init.tol,id,model.init.gamma,model.init.kernel
48,train,deckard.base.experiment.Experiment,680f36740356f6def60b5eef9769996b,Truthseeker,cpu,680f36740356f6def60b5eef9769996b,680f36740356f6def60b5eef9769996b,k-KNN,680f36740356f6def60b5eef9769996b,680f36740356f6def60b5eef9769996b,0.65,12.08874764965338,cpu,1725671124.270741,1725671121.3178697,3.32777966,0.0332777966,cpu,1725671121.3176527,1725671110.5908182,12.14618185,0.0404872728333333,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,2,True,True,100,300,deckard.base.files.FileConfig,data,67952775d35950112b4680f4dc2a0252,.pkl,truthseeker,680f36740356f6def60b5eef9769996b,predictions.json,reports/gzip_knn/300/symmetry_false,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,2,True,True,100,300,BotScoreBinary,brute,5.0,1,ZSTD,gzip_classifier.GzipKNN,Asymmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla,,,,,,,,680f36740356f6def60b5eef9769996b,,
49,train,deckard.base.experiment.Experiment,5a38b555fb6abdbe5bddbaa3525dd15f,Truthseeker,cpu,5a38b555fb6abdbe5bddbaa3525dd15f,5a38b555fb6abdbe5bddbaa3525dd15f,k-KNN,5a38b555fb6abdbe5bddbaa3525dd15f,5a38b555fb6abdbe5bddbaa3525dd15f,0.54,15.887845137633215,cpu,1725670744.8187,1725670741.9398034,3.10095105,0.0310095105,cpu,1725670741.9392462,1725670735.3249576,6.8616918,0.022872306,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,10,True,True,100,300,deckard.base.files.FileConfig,data,df625874ecb0abdc811c4f0a54af3428,.pkl,truthseeker,5a38b555fb6abdbe5bddbaa3525dd15f,predictions.json,reports/gzip_knn/300/symmetry_false,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,10,True,True,100,300,BotScoreBinary,brute,11.0,1,Jaro-Winkler,gzip_classifier.GzipKNN,Asymmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla,,,,,,,,5a38b555fb6abdbe5bddbaa3525dd15f,,
50,train,deckard.base.experiment.Experiment,4f8260ed9e8512e951260d0105da0280,Truthseeker,cpu,4f8260ed9e8512e951260d0105da0280,4f8260ed9e8512e951260d0105da0280,k-KNN,4f8260ed9e8512e951260d0105da0280,4f8260ed9e8512e951260d0105da0280,0.59,14.161018261527907,cpu,1725669867.378558,1725669830.4645016,37.65065345,0.3765065345,cpu,1725669830.463798,1725669718.228412,114.56090301,0.3818696767,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,6,True,True,100,300,deckard.base.files.FileConfig,data,b7fc77388068870e5faba1474ea599d0,.pkl,truthseeker,4f8260ed9e8512e951260d0105da0280,predictions.json,reports/gzip_knn/300/symmetry_false,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,6,True,True,100,300,BotScoreBinary,brute,3.0,1,SeqRatio,gzip_classifier.GzipKNN,Asymmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla,,,,,,,,4f8260ed9e8512e951260d0105da0280,,
51,train,deckard.base.experiment.Experiment,4701ff2c3d7ac98e8dcb293749e8f48c,Truthseeker,cpu,4701ff2c3d7ac98e8dcb293749e8f48c,4701ff2c3d7ac98e8dcb293749e8f48c,k-KNN,4701ff2c3d7ac98e8dcb293749e8f48c,4701ff2c3d7ac98e8dcb293749e8f48c,0.53,16.233456788862775,cpu,1725671111.877571,1725671109.7304802,2.26934194,0.0226934194,cpu,1725671109.730175,1725671104.543269,5.29698906,0.0176566302,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,10,True,True,100,300,deckard.base.files.FileConfig,data,df625874ecb0abdc811c4f0a54af3428,.pkl,truthseeker,4701ff2c3d7ac98e8dcb293749e8f48c,predictions.json,reports/gzip_knn/300/symmetry_false,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,10,True,True,100,300,BotScoreBinary,brute,5.0,1,Hamming,gzip_classifier.GzipKNN,Asymmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla,,,,,,,,4701ff2c3d7ac98e8dcb293749e8f48c,,
52,train,deckard.base.experiment.Experiment,3aa72c200b9efe87cf6d81101b53057b,Truthseeker,cpu,3aa72c200b9efe87cf6d81101b53057b,3aa72c200b9efe87cf6d81101b53057b,k-KNN,3aa72c200b9efe87cf6d81101b53057b,3aa72c200b9efe87cf6d81101b53057b,0.53,16.23342480496557,cpu,1725671647.610596,1725671645.4340365,2.26255071,0.0226255071,cpu,1725671645.4335256,1725671639.022738,6.65987207,0.0221995735666666,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,10,True,True,100,300,deckard.base.files.FileConfig,data,df625874ecb0abdc811c4f0a54af3428,.pkl,truthseeker,3aa72c200b9efe87cf6d81101b53057b,predictions.json,reports/gzip_knn/300/symmetry_false,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,10,True,True,100,300,BotScoreBinary,brute,3.0,1,Jaro,gzip_classifier.GzipKNN,Asymmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla,,,,,,,,3aa72c200b9efe87cf6d81101b53057b,,
53,train,deckard.base.experiment.Experiment,374ed36006dedbba457d64bd1c924363,Truthseeker,cpu,374ed36006dedbba457d64bd1c924363,374ed36006dedbba457d64bd1c924363,k-KNN,374ed36006dedbba457d64bd1c924363,374ed36006dedbba457d64bd1c924363,0.53,16.233440796914174,cpu,1725669733.7403376,1725669729.6759832,6.92999722,0.0692999722,cpu,1725669729.6757042,1725669718.228197,19.82235674,0.0660745224666666,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,7,True,True,100,300,deckard.base.files.FileConfig,data,e991c20aa9e9184460a79193d7651620,.pkl,truthseeker,374ed36006dedbba457d64bd1c924363,predictions.json,reports/gzip_knn/300/symmetry_false,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,7,True,True,100,300,BotScoreBinary,brute,7.0,1,BZ2,gzip_classifier.GzipKNN,Asymmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla,,,,,,,,374ed36006dedbba457d64bd1c924363,,
54,train,deckard.base.experiment.Experiment,34e5fdc77f82abf24055e0e84a891348,Truthseeker,cpu,34e5fdc77f82abf24055e0e84a891348,34e5fdc77f82abf24055e0e84a891348,k-KNN,34e5fdc77f82abf24055e0e84a891348,34e5fdc77f82abf24055e0e84a891348,0.51,16.924216324812388,cpu,1725669884.6123943,1725669882.0417678,2.69160729,0.0269160729,cpu,1725669882.0413735,1725669874.2204497,8.24538331,0.0274846110333333,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,10,True,True,100,300,deckard.base.files.FileConfig,data,df625874ecb0abdc811c4f0a54af3428,.pkl,truthseeker,34e5fdc77f82abf24055e0e84a891348,predictions.json,reports/gzip_knn/300/symmetry_false,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,10,True,True,100,300,BotScoreBinary,brute,3.0,1,Levenshtein,gzip_classifier.GzipKNN,Asymmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla,,,,,,,,34e5fdc77f82abf24055e0e84a891348,,
55,train,deckard.base.experiment.Experiment,322204068302f9e6a2a81c8dcddb3d51,Truthseeker,cpu,322204068302f9e6a2a81c8dcddb3d51,322204068302f9e6a2a81c8dcddb3d51,k-KNN,322204068302f9e6a2a81c8dcddb3d51,322204068302f9e6a2a81c8dcddb3d51,0.59,14.16113820114244,cpu,1725670524.388954,1725670470.863957,60.04962079,0.6004962079,cpu,1725670470.863664,1725670306.1748073,182.95693071,0.6098564357,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,10,True,True,100,300,deckard.base.files.FileConfig,data,df625874ecb0abdc811c4f0a54af3428,.pkl,truthseeker,322204068302f9e6a2a81c8dcddb3d51,predictions.json,reports/gzip_knn/300/symmetry_false,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,10,True,True,100,300,BotScoreBinary,brute,7.0,1,LZMA,gzip_classifier.GzipKNN,Asymmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla,,,,,,,,322204068302f9e6a2a81c8dcddb3d51,,
56,train,deckard.base.experiment.Experiment,2515835b43a44a1551fb581f7f5a9bdc,Truthseeker,cpu,2515835b43a44a1551fb581f7f5a9bdc,2515835b43a44a1551fb581f7f5a9bdc,k-KNN,2515835b43a44a1551fb581f7f5a9bdc,2515835b43a44a1551fb581f7f5a9bdc,0.47,18.30575138866021,cpu,1725670744.5316806,1725670741.9743035,2.6911975,0.026911975,cpu,1725670741.973937,1725670735.3257697,6.94342981,0.0231447660333333,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,10,True,True,100,300,deckard.base.files.FileConfig,data,df625874ecb0abdc811c4f0a54af3428,.pkl,truthseeker,2515835b43a44a1551fb581f7f5a9bdc,predictions.json,reports/gzip_knn/300/symmetry_false,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,10,True,True,100,300,BotScoreBinary,brute,7.0,1,Jaro-Winkler,gzip_classifier.GzipKNN,Asymmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla,,,,,,,,2515835b43a44a1551fb581f7f5a9bdc,,
57,train,deckard.base.experiment.Experiment,24b5721c8189fbccc7a951371d776e0f,Truthseeker,cpu,24b5721c8189fbccc7a951371d776e0f,24b5721c8189fbccc7a951371d776e0f,k-KNN,24b5721c8189fbccc7a951371d776e0f,24b5721c8189fbccc7a951371d776e0f,0.6,13.8156304975788,cpu,1725671428.2906828,1725671425.8728008,2.59976093,0.0259976093,cpu,1725671425.872583,1725671418.7269623,7.44294282,0.0248098094,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,6,True,True,100,300,deckard.base.files.FileConfig,data,b7fc77388068870e5faba1474ea599d0,.pkl,truthseeker,24b5721c8189fbccc7a951371d776e0f,predictions.json,reports/gzip_knn/300/symmetry_false,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,6,True,True,100,300,BotScoreBinary,brute,3.0,1,Ratio,gzip_classifier.GzipKNN,Asymmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla,,,,,,,,24b5721c8189fbccc7a951371d776e0f,,
58,train,deckard.base.experiment.Experiment,1711d1fa0f407f29bbf04ce696720666,Truthseeker,cpu,1711d1fa0f407f29bbf04ce696720666,1711d1fa0f407f29bbf04ce696720666,k-KNN,1711d1fa0f407f29bbf04ce696720666,1711d1fa0f407f29bbf04ce696720666,0.5,17.269420181352547,cpu,1725670104.2947695,1725670102.1472435,2.25593365,0.0225593365,cpu,1725670102.14689,1725670095.6800425,6.68993142,0.0222997714,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,5,True,True,100,300,deckard.base.files.FileConfig,data,5e22ed5a3e0f8b85cfb276caf65edee6,.pkl,truthseeker,1711d1fa0f407f29bbf04ce696720666,predictions.json,reports/gzip_knn/300/symmetry_false,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,5,True,True,100,300,BotScoreBinary,brute,3.0,1,Ratio,gzip_classifier.GzipKNN,Asymmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla,,,,,,,,1711d1fa0f407f29bbf04ce696720666,,
59,train,deckard.base.experiment.Experiment,0ffc7c12eed2b8822b3420bab9875cc5,Truthseeker,cpu,0ffc7c12eed2b8822b3420bab9875cc5,0ffc7c12eed2b8822b3420bab9875cc5,k-KNN,0ffc7c12eed2b8822b3420bab9875cc5,0ffc7c12eed2b8822b3420bab9875cc5,0.53,16.233408813016965,cpu,1725669734.1541498,1725669730.0556269,6.97138671,0.0697138671,cpu,1725669730.0553825,1725669718.228201,20.26717541,0.0675572513666666,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,6,True,True,100,300,deckard.base.files.FileConfig,data,b7fc77388068870e5faba1474ea599d0,.pkl,truthseeker,0ffc7c12eed2b8822b3420bab9875cc5,predictions.json,reports/gzip_knn/300/symmetry_false,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,6,True,True,100,300,BotScoreBinary,brute,7.0,1,BZ2,gzip_classifier.GzipKNN,Asymmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla,,,,,,,,0ffc7c12eed2b8822b3420bab9875cc5,,
60,train,deckard.base.experiment.Experiment,0facf830673057fb82bb4f2db89bc56d,Truthseeker,cpu,0facf830673057fb82bb4f2db89bc56d,0facf830673057fb82bb4f2db89bc56d,k-KNN,0facf830673057fb82bb4f2db89bc56d,0facf830673057fb82bb4f2db89bc56d,0.53,16.23344079691417,cpu,1725670090.8848822,1725670036.354209,60.47671162,0.6047671162,cpu,1725670036.352841,1725669874.1986134,179.8008124,0.5993360413333333,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,10,True,True,100,300,deckard.base.files.FileConfig,data,df625874ecb0abdc811c4f0a54af3428,.pkl,truthseeker,0facf830673057fb82bb4f2db89bc56d,predictions.json,reports/gzip_knn/300/symmetry_false,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,10,True,True,100,300,BotScoreBinary,brute,1.0,1,LZMA,gzip_classifier.GzipKNN,Asymmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla,,,,,,,,0facf830673057fb82bb4f2db89bc56d,,
61,train,deckard.base.experiment.Experiment,0d18637c9a89665a4aeddd33a76cd508,Truthseeker,cpu,0d18637c9a89665a4aeddd33a76cd508,0d18637c9a89665a4aeddd33a76cd508,k-KNN,0d18637c9a89665a4aeddd33a76cd508,0d18637c9a89665a4aeddd33a76cd508,0.57,14.851817777349028,cpu,1725671427.102358,1725671424.3792622,2.92123553,0.0292123553,cpu,1725671424.378957,1725671418.597026,5.9217521,0.0197391736666666,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,10,True,True,100,300,deckard.base.files.FileConfig,data,df625874ecb0abdc811c4f0a54af3428,.pkl,truthseeker,0d18637c9a89665a4aeddd33a76cd508,predictions.json,reports/gzip_knn/300/symmetry_false,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,10,True,True,100,300,BotScoreBinary,brute,3.0,1,Ratio,gzip_classifier.GzipKNN,Asymmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla,,,,,,,,0d18637c9a89665a4aeddd33a76cd508,,
62,train,deckard.base.experiment.Experiment,0cf3f7f00ba8f96118fefd40e33ebac2,Truthseeker,cpu,0cf3f7f00ba8f96118fefd40e33ebac2,0cf3f7f00ba8f96118fefd40e33ebac2,k-KNN,0cf3f7f00ba8f96118fefd40e33ebac2,0cf3f7f00ba8f96118fefd40e33ebac2,0.49,17.615007844659203,cpu,1725669869.853666,1725669832.5618403,42.23894249,0.4223894249,cpu,1725669832.5613985,1725669718.2284029,129.24280636,0.4308093545333333,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,100,300,deckard.base.files.FileConfig,data,8dc78f984c4ae3dd15c16fe01e752456,.pkl,truthseeker,0cf3f7f00ba8f96118fefd40e33ebac2,predictions.json,reports/gzip_knn/300/symmetry_false,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,100,300,BotScoreBinary,brute,7.0,1,LZMA,gzip_classifier.GzipKNN,Asymmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla,,,,,,,,0cf3f7f00ba8f96118fefd40e33ebac2,,
63,train,deckard.base.experiment.Experiment,0cd3974d4bc31f6620922c3551a95379,Truthseeker,cpu,0cd3974d4bc31f6620922c3551a95379,0cd3974d4bc31f6620922c3551a95379,k-KNN,0cd3974d4bc31f6620922c3551a95379,0cd3974d4bc31f6620922c3551a95379,0.5,17.269604088761493,cpu,1725669885.103574,1725669881.8854587,3.51029813,0.0351029813,cpu,1725669881.8851328,1725669874.1931765,8.09716302,0.0269905434,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,10,True,True,100,300,deckard.base.files.FileConfig,data,df625874ecb0abdc811c4f0a54af3428,.pkl,truthseeker,0cd3974d4bc31f6620922c3551a95379,predictions.json,reports/gzip_knn/300/symmetry_false,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,10,True,True,100,300,BotScoreBinary,brute,1.0,1,Levenshtein,gzip_classifier.GzipKNN,Asymmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla,,,,,,,,0cd3974d4bc31f6620922c3551a95379,,
64,train,deckard.base.experiment.Experiment,0959b5d9ced651c93e65f2e2d11f6eb8,Truthseeker,cpu,0959b5d9ced651c93e65f2e2d11f6eb8,0959b5d9ced651c93e65f2e2d11f6eb8,k-KNN,0959b5d9ced651c93e65f2e2d11f6eb8,0959b5d9ced651c93e65f2e2d11f6eb8,0.59,14.16106623737372,cpu,1725670563.9384394,1725670559.7702234,7.01077844,0.0701077844,cpu,1725670559.769884,1725670547.4011352,20.99808668,0.0699936222666666,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,6,True,True,100,300,deckard.base.files.FileConfig,data,b7fc77388068870e5faba1474ea599d0,.pkl,truthseeker,0959b5d9ced651c93e65f2e2d11f6eb8,predictions.json,reports/gzip_knn/300/symmetry_false,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,6,True,True,100,300,BotScoreBinary,brute,3.0,1,BZ2,gzip_classifier.GzipKNN,Asymmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla,,,,,,,,0959b5d9ced651c93e65f2e2d11f6eb8,,
65,train,deckard.base.experiment.Experiment,038a9886ebd5d9d00b637a4bfe0dcfb6,Truthseeker,cpu,038a9886ebd5d9d00b637a4bfe0dcfb6,038a9886ebd5d9d00b637a4bfe0dcfb6,k-KNN,038a9886ebd5d9d00b637a4bfe0dcfb6,038a9886ebd5d9d00b637a4bfe0dcfb6,0.52,16.578764593068865,cpu,1725671398.7872682,1725671333.404735,72.09448883,0.7209448883,cpu,1725671333.4045424,1725671130.7924032,222.28306667,0.7409435555666667,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,8,True,True,100,300,deckard.base.files.FileConfig,data,f2ed5f96092ac66e778dde22a95859b7,.pkl,truthseeker,038a9886ebd5d9d00b637a4bfe0dcfb6,predictions.json,reports/gzip_knn/300/symmetry_false,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,8,True,True,100,300,BotScoreBinary,brute,1.0,1,LZMA,gzip_classifier.GzipKNN,Asymmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla,,,,,,,,038a9886ebd5d9d00b637a4bfe0dcfb6,,
66,train,deckard.base.experiment.Experiment,ff8226dc85395750518b63291bac69b6,Truthseeker,cpu,ff8226dc85395750518b63291bac69b6,ff8226dc85395750518b63291bac69b6,k-KNN,ff8226dc85395750518b63291bac69b6,ff8226dc85395750518b63291bac69b6,0.51,16.924208328838084,cpu,1725627936.3164992,1725627935.971353,0.40436173,0.0040436173,cpu,1725627935.971071,1725627935.8041508,0.18051682,0.009025841,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,3,True,True,100,20,deckard.base.files.FileConfig,data,9e2295aadc263df08dfcd7dfeba25453,.pkl,truthseeker,ff8226dc85395750518b63291bac69b6,predictions.json,reports/gzip_knn/20/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,3,True,True,100,20,BotScoreBinary,brute,7.0,1,GZIP,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla,,,,,,,,ff8226dc85395750518b63291bac69b6,,
67,train,deckard.base.experiment.Experiment,ff7b06ce9e8be588d1347ff1aa83b0b2,Truthseeker,cpu,ff7b06ce9e8be588d1347ff1aa83b0b2,ff7b06ce9e8be588d1347ff1aa83b0b2,k-KNN,ff7b06ce9e8be588d1347ff1aa83b0b2,ff7b06ce9e8be588d1347ff1aa83b0b2,0.52,16.578660645402937,cpu,1725627800.9749503,1725627800.7969477,0.18591499,0.0018591499,cpu,1725627800.7968287,1725627800.7219784,0.07726079,0.0038630395,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,8,True,True,100,20,deckard.base.files.FileConfig,data,ac2f6012396cd9663a523f41c6ea23c8,.pkl,truthseeker,ff7b06ce9e8be588d1347ff1aa83b0b2,predictions.json,reports/gzip_knn/20/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,8,True,True,100,20,BotScoreBinary,brute,5.0,1,Levenshtein,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla,,,,,,,,ff7b06ce9e8be588d1347ff1aa83b0b2,,
68,train,deckard.base.experiment.Experiment,77870e722299158962a777998009f597,Truthseeker,cpu,77870e722299158962a777998009f597,77870e722299158962a777998009f597,k-KNN,77870e722299158962a777998009f597,77870e722299158962a777998009f597,0.54,15.888085016862274,cpu,1725669735.3665218,1725669731.0782268,7.16339945,0.0716339945,cpu,1725669731.0778933,1725669718.2282865,21.58625979,0.0719541993,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,100,300,deckard.base.files.FileConfig,data,8dc78f984c4ae3dd15c16fe01e752456,.pkl,truthseeker,77870e722299158962a777998009f597,predictions.json,reports/gzip_knn/300/symmetry_false,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,100,300,BotScoreBinary,brute,7.0,1,BZ2,gzip_classifier.GzipKNN,Asymmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla,,,,,,,,77870e722299158962a777998009f597,,
69,train,deckard.base.experiment.Experiment,7a97b0714c9f03eaf81180ce6d4fffc0,Truthseeker,cpu,7a97b0714c9f03eaf81180ce6d4fffc0,7a97b0714c9f03eaf81180ce6d4fffc0,k-KNN,7a97b0714c9f03eaf81180ce6d4fffc0,7a97b0714c9f03eaf81180ce6d4fffc0,0.51,16.924088389223552,cpu,1725669865.5144572,1725669828.5969896,37.71110769,0.3771110769,cpu,1725669828.5968976,1725669718.228319,112.56364483,0.3752121494333333,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,10,True,True,100,300,deckard.base.files.FileConfig,data,df625874ecb0abdc811c4f0a54af3428,.pkl,truthseeker,7a97b0714c9f03eaf81180ce6d4fffc0,predictions.json,reports/gzip_knn/300/symmetry_false,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,10,True,True,100,300,BotScoreBinary,brute,7.0,1,SeqRatio,gzip_classifier.GzipKNN,Asymmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla,,,,,,,,7a97b0714c9f03eaf81180ce6d4fffc0,,
70,train,deckard.base.experiment.Experiment,7e39cb823ac1ff82a9e0348be343f49f,Truthseeker,cpu,7e39cb823ac1ff82a9e0348be343f49f,7e39cb823ac1ff82a9e0348be343f49f,k-KNN,7e39cb823ac1ff82a9e0348be343f49f,7e39cb823ac1ff82a9e0348be343f49f,0.58,14.50646999327143,cpu,1725669456.484443,1725669453.8936172,2.74174355,0.0274174355,cpu,1725669453.8932123,1725669445.9368913,8.53780763,0.0284593587666666,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,10,True,True,100,300,deckard.base.files.FileConfig,data,df625874ecb0abdc811c4f0a54af3428,.pkl,truthseeker,7e39cb823ac1ff82a9e0348be343f49f,predictions.json,reports/gzip_knn/300/symmetry_false,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,10,True,True,100,300,BotScoreBinary,brute,3.0,1,Hamming,gzip_classifier.GzipKNN,Asymmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla,,,,,,,,7e39cb823ac1ff82a9e0348be343f49f,,
71,train,deckard.base.experiment.Experiment,fac64f203c32d0f5b642f6d34d210c59,Truthseeker,cpu,fac64f203c32d0f5b642f6d34d210c59,fac64f203c32d0f5b642f6d34d210c59,k-KNN,fac64f203c32d0f5b642f6d34d210c59,fac64f203c32d0f5b642f6d34d210c59,0.5,17.26954012096708,cpu,1725670317.8757362,1725670313.6910446,6.98810468,0.0698810468,cpu,1725670313.6906705,1725670301.9175422,20.09656836,0.0669885612,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,10,True,True,100,300,deckard.base.files.FileConfig,data,df625874ecb0abdc811c4f0a54af3428,.pkl,truthseeker,fac64f203c32d0f5b642f6d34d210c59,predictions.json,reports/gzip_knn/300/symmetry_false,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,10,True,True,100,300,BotScoreBinary,brute,7.0,1,BZ2,gzip_classifier.GzipKNN,Asymmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla,,,,,,,,fac64f203c32d0f5b642f6d34d210c59,,
