,stage,_target_,data,Dataset,device_id,files,model,Model,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,data.name,data.target,data.sample.random_state,data.sample.shuffle,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_dir,files.data_file,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model.library,model.data.name,model.data.sample.random_state,model.data.sample.shuffle,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.C,model.init.class_weight,model.init.gamma,model.init.kernel,Condensing Ratio,Metric,model.init.modified,model.init.name,Symmetric,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss.direction,scorers.log_loss.name,model_layers,Condensing Method
1adea9b85d238f4163442beaffdb5e59,train,deckard.base.experiment.Experiment,1adea9b85d238f4163442beaffdb5e59,SMS Spam,cpu,1adea9b85d238f4163442beaffdb5e59,1adea9b85d238f4163442beaffdb5e59,k-SVC,1adea9b85d238f4163442beaffdb5e59,1adea9b85d238f4163442beaffdb5e59,0.965,1.208867168789752,cpu,1725805242.9612722,1725805219.772585,25.05817278,0.06264543195,cpu,1725805219.7722776,1725805210.6379964,9.8351025,0.032783675,raw_data/sms-spam_undersampled_1450.csv,label,7,True,True,400,300,deckard.base.files.FileConfig,data,b6d4bb5b4ef9f1d0476d34b26299cde9,.pkl,sms_spam,1adea9b85d238f4163442beaffdb5e59,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,7,True,True,400,300,label,845.6140414464484,,auto,rbf,1,ZSTD,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
194c1623e89b37c007faa622283407f4,train,deckard.base.experiment.Experiment,194c1623e89b37c007faa622283407f4,SMS Spam,cpu,194c1623e89b37c007faa622283407f4,194c1623e89b37c007faa622283407f4,k-SVC,194c1623e89b37c007faa622283407f4,194c1623e89b37c007faa622283407f4,0.965,1.208867168789752,cpu,1725805352.2076309,1725805329.6136208,24.40266349,0.061006658725,cpu,1725805329.6133006,1725805320.47124,9.85588431,0.0328529477,raw_data/sms-spam_undersampled_1450.csv,label,7,True,True,400,300,deckard.base.files.FileConfig,data,b6d4bb5b4ef9f1d0476d34b26299cde9,.pkl,sms_spam,194c1623e89b37c007faa622283407f4,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,7,True,True,400,300,label,744.7394892170718,,auto,rbf,1,ZSTD,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
1924f66828975f8cf867976f8ed2df26,train,deckard.base.experiment.Experiment,1924f66828975f8cf867976f8ed2df26,SMS Spam,cpu,1924f66828975f8cf867976f8ed2df26,1924f66828975f8cf867976f8ed2df26,k-SVC,1924f66828975f8cf867976f8ed2df26,1924f66828975f8cf867976f8ed2df26,0.965,1.208867168789752,cpu,1725805281.3990884,1725805258.6986282,24.54958046,0.06137395115,cpu,1725805258.698446,1725805249.7205205,9.71066886,0.0323688962,raw_data/sms-spam_undersampled_1450.csv,label,7,True,True,400,300,deckard.base.files.FileConfig,data,b6d4bb5b4ef9f1d0476d34b26299cde9,.pkl,sms_spam,1924f66828975f8cf867976f8ed2df26,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,7,True,True,400,300,label,987.4396381521068,,auto,rbf,1,ZSTD,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
16b6858822d616f8a1c36f63721469b5,train,deckard.base.experiment.Experiment,16b6858822d616f8a1c36f63721469b5,SMS Spam,cpu,16b6858822d616f8a1c36f63721469b5,16b6858822d616f8a1c36f63721469b5,k-SVC,16b6858822d616f8a1c36f63721469b5,16b6858822d616f8a1c36f63721469b5,0.965,1.2088691677833276,cpu,1725805491.5171463,1725805468.260795,25.08501933,0.062712548325,cpu,1725805468.260488,1725805459.2584996,9.74076306,0.0324692102,raw_data/sms-spam_undersampled_1450.csv,label,7,True,True,400,300,deckard.base.files.FileConfig,data,b6d4bb5b4ef9f1d0476d34b26299cde9,.pkl,sms_spam,16b6858822d616f8a1c36f63721469b5,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,7,True,True,400,300,label,495.43809778317546,,auto,rbf,1,ZSTD,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
135ac739a217e1a1bb17cec323b4fa80,train,deckard.base.experiment.Experiment,135ac739a217e1a1bb17cec323b4fa80,SMS Spam,cpu,135ac739a217e1a1bb17cec323b4fa80,135ac739a217e1a1bb17cec323b4fa80,k-SVC,135ac739a217e1a1bb17cec323b4fa80,135ac739a217e1a1bb17cec323b4fa80,0.965,1.2088691677833276,cpu,1725805561.6540864,1725805539.202994,24.3263646,0.0608159115,cpu,1725805539.2028544,1725805530.2970648,9.64011198,0.0321337066,raw_data/sms-spam_undersampled_1450.csv,label,7,True,True,400,300,deckard.base.files.FileConfig,data,b6d4bb5b4ef9f1d0476d34b26299cde9,.pkl,sms_spam,135ac739a217e1a1bb17cec323b4fa80,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,7,True,True,400,300,label,429.50852788288,,auto,rbf,1,ZSTD,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
0fd1a48786543b969aadddfdd1a1c3ba,train,deckard.base.experiment.Experiment,0fd1a48786543b969aadddfdd1a1c3ba,SMS Spam,cpu,0fd1a48786543b969aadddfdd1a1c3ba,0fd1a48786543b969aadddfdd1a1c3ba,k-SVC,0fd1a48786543b969aadddfdd1a1c3ba,0fd1a48786543b969aadddfdd1a1c3ba,0.9475,1.8132957557006888,cpu,1725805561.2511015,1725805539.2726169,23.86387706,0.05965969265,cpu,1725805539.2724504,1725805530.2997398,9.71457614,0.0323819204666666,raw_data/sms-spam_undersampled_1450.csv,label,3,True,True,400,300,deckard.base.files.FileConfig,data,051bceaf04e5cad08336d26ff61561d9,.pkl,sms_spam,0fd1a48786543b969aadddfdd1a1c3ba,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,3,True,True,400,300,label,848.9203873282855,,auto,rbf,1,ZSTD,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
0e0f2d5635c5af595dc98deaa03f77dc,train,deckard.base.experiment.Experiment,0e0f2d5635c5af595dc98deaa03f77dc,SMS Spam,cpu,0e0f2d5635c5af595dc98deaa03f77dc,0e0f2d5635c5af595dc98deaa03f77dc,k-SVC,0e0f2d5635c5af595dc98deaa03f77dc,0e0f2d5635c5af595dc98deaa03f77dc,0.96,1.38155905177073,cpu,1725805526.1074789,1725805503.2925732,24.65122457,0.061628061425,cpu,1725805503.2922606,1725805494.3860004,9.62683074,0.0320894358,raw_data/sms-spam_undersampled_1450.csv,label,6,True,True,400,300,deckard.base.files.FileConfig,data,e235e10cd024497304466dabbd3bab66,.pkl,sms_spam,0e0f2d5635c5af595dc98deaa03f77dc,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,6,True,True,400,300,label,628.2635098999948,,auto,rbf,1,ZSTD,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
0b34a1bdcd4246e4ab588a140ea1c8c2,train,deckard.base.experiment.Experiment,0b34a1bdcd4246e4ab588a140ea1c8c2,SMS Spam,cpu,0b34a1bdcd4246e4ab588a140ea1c8c2,0b34a1bdcd4246e4ab588a140ea1c8c2,k-SVC,0b34a1bdcd4246e4ab588a140ea1c8c2,0b34a1bdcd4246e4ab588a140ea1c8c2,0.965,1.208867168789752,cpu,1725805455.497149,1725805434.1606207,23.13471643,0.057836791075,cpu,1725805434.1603203,1725805425.242421,9.6308985,0.032102995,raw_data/sms-spam_undersampled_1450.csv,label,7,True,True,400,300,deckard.base.files.FileConfig,data,b6d4bb5b4ef9f1d0476d34b26299cde9,.pkl,sms_spam,0b34a1bdcd4246e4ab588a140ea1c8c2,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,7,True,True,400,300,label,737.7607759577099,,auto,rbf,1,ZSTD,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
0989baad6cc60cde0a8fb690596bd303,train,deckard.base.experiment.Experiment,0989baad6cc60cde0a8fb690596bd303,SMS Spam,cpu,0989baad6cc60cde0a8fb690596bd303,0989baad6cc60cde0a8fb690596bd303,k-SVC,0989baad6cc60cde0a8fb690596bd303,0989baad6cc60cde0a8fb690596bd303,0.965,1.208867168789752,cpu,1725805281.7939472,1725805258.658584,24.98992369,0.062474809225,cpu,1725805258.658254,1725805249.6901171,9.68232485,0.0322744161666666,raw_data/sms-spam_undersampled_1450.csv,label,7,True,True,400,300,deckard.base.files.FileConfig,data,b6d4bb5b4ef9f1d0476d34b26299cde9,.pkl,sms_spam,0989baad6cc60cde0a8fb690596bd303,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,7,True,True,400,300,label,977.0071990349834,,auto,rbf,1,ZSTD,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
08c64d2d519eb9dc647fd9123a407e7b,train,deckard.base.experiment.Experiment,08c64d2d519eb9dc647fd9123a407e7b,SMS Spam,cpu,08c64d2d519eb9dc647fd9123a407e7b,08c64d2d519eb9dc647fd9123a407e7b,k-SVC,08c64d2d519eb9dc647fd9123a407e7b,08c64d2d519eb9dc647fd9123a407e7b,0.965,1.2088691677833276,cpu,1725805420.4840229,1725805398.3162372,24.05255916,0.0601313979,cpu,1725805398.315935,1725805389.8238387,9.2064964,0.0306883213333333,raw_data/sms-spam_undersampled_1450.csv,label,7,True,True,400,300,deckard.base.files.FileConfig,data,b6d4bb5b4ef9f1d0476d34b26299cde9,.pkl,sms_spam,08c64d2d519eb9dc647fd9123a407e7b,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,7,True,True,400,300,label,538.8825197308636,,auto,rbf,1,ZSTD,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
07b3ebcb9244d0f32007eed58dbdafcb,train,deckard.base.experiment.Experiment,07b3ebcb9244d0f32007eed58dbdafcb,SMS Spam,cpu,07b3ebcb9244d0f32007eed58dbdafcb,07b3ebcb9244d0f32007eed58dbdafcb,k-SVC,07b3ebcb9244d0f32007eed58dbdafcb,07b3ebcb9244d0f32007eed58dbdafcb,0.965,1.208867168789752,cpu,1725805203.5811615,1725805180.4771566,24.9650058,0.0624125145,cpu,1725805180.4770174,1725805171.4440668,9.76281641,0.0325427213666666,raw_data/sms-spam_undersampled_1450.csv,label,7,True,True,400,300,deckard.base.files.FileConfig,data,b6d4bb5b4ef9f1d0476d34b26299cde9,.pkl,sms_spam,07b3ebcb9244d0f32007eed58dbdafcb,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,7,True,True,400,300,label,909.911854108116,,auto,rbf,1,ZSTD,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
24f0f4ca8632c8a43bd832e04fd6a32a,train,deckard.base.experiment.Experiment,24f0f4ca8632c8a43bd832e04fd6a32a,SMS Spam,cpu,24f0f4ca8632c8a43bd832e04fd6a32a,24f0f4ca8632c8a43bd832e04fd6a32a,k-SVC,24f0f4ca8632c8a43bd832e04fd6a32a,24f0f4ca8632c8a43bd832e04fd6a32a,0.965,1.208867168789752,cpu,1725805316.147056,1725805293.326541,24.62909895,0.061572747375,cpu,1725805293.3262618,1725805284.745377,9.25902974,0.0308634324666666,raw_data/sms-spam_undersampled_1450.csv,label,7,True,True,400,300,deckard.base.files.FileConfig,data,b6d4bb5b4ef9f1d0476d34b26299cde9,.pkl,sms_spam,24f0f4ca8632c8a43bd832e04fd6a32a,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,7,True,True,400,300,label,589.5511188152058,,auto,rbf,1,ZSTD,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
7f1480f00d161ad0a2f831883f198151,train,deckard.base.experiment.Experiment,7f1480f00d161ad0a2f831883f198151,SMS Spam,cpu,7f1480f00d161ad0a2f831883f198151,7f1480f00d161ad0a2f831883f198151,k-SVC,7f1480f00d161ad0a2f831883f198151,7f1480f00d161ad0a2f831883f198151,0.965,1.2088691677833276,cpu,1725805386.502905,1725805363.8382523,24.49464877,0.061236621925,cpu,1725805363.8379655,1725805355.0684388,9.51249495,0.0317083165,raw_data/sms-spam_undersampled_1450.csv,label,7,True,True,400,300,deckard.base.files.FileConfig,data,b6d4bb5b4ef9f1d0476d34b26299cde9,.pkl,sms_spam,7f1480f00d161ad0a2f831883f198151,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,7,True,True,400,300,label,448.1402568366983,,auto,rbf,1,ZSTD,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
359d4b26a4e5a1fdf02aa699c7114b55,train,deckard.base.experiment.Experiment,359d4b26a4e5a1fdf02aa699c7114b55,SMS Spam,cpu,359d4b26a4e5a1fdf02aa699c7114b55,359d4b26a4e5a1fdf02aa699c7114b55,k-SVC,359d4b26a4e5a1fdf02aa699c7114b55,359d4b26a4e5a1fdf02aa699c7114b55,0.965,1.208867168789752,cpu,1725805242.6165586,1725805219.4748185,25.08223507,0.062705587675,cpu,1725805219.4747348,1725805210.6384628,9.5537095,0.0318456983333333,raw_data/sms-spam_undersampled_1450.csv,label,7,True,True,400,300,deckard.base.files.FileConfig,data,b6d4bb5b4ef9f1d0476d34b26299cde9,.pkl,sms_spam,359d4b26a4e5a1fdf02aa699c7114b55,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,7,True,True,400,300,label,995.3581418410948,,auto,rbf,1,ZSTD,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
3c803c3ca397f0fdf44a989da9e73da3,train,deckard.base.experiment.Experiment,3c803c3ca397f0fdf44a989da9e73da3,SMS Spam,cpu,3c803c3ca397f0fdf44a989da9e73da3,3c803c3ca397f0fdf44a989da9e73da3,k-SVC,3c803c3ca397f0fdf44a989da9e73da3,3c803c3ca397f0fdf44a989da9e73da3,0.9625,1.2952161087706042,cpu,1725805084.1755693,1725805060.7769058,25.3584284,0.063396071,cpu,1725805060.776732,1725805051.6083755,9.91276871,0.0330425623666666,raw_data/sms-spam_undersampled_1450.csv,label,7,True,True,400,300,deckard.base.files.FileConfig,data,b6d4bb5b4ef9f1d0476d34b26299cde9,.pkl,sms_spam,3c803c3ca397f0fdf44a989da9e73da3,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,7,True,True,400,300,label,582.5695371846825,,auto,rbf,1,ZSTD,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
7ee06013f30c77362f522b30f77d0b57,train,deckard.base.experiment.Experiment,7ee06013f30c77362f522b30f77d0b57,SMS Spam,cpu,7ee06013f30c77362f522b30f77d0b57,7ee06013f30c77362f522b30f77d0b57,k-SVC,7ee06013f30c77362f522b30f77d0b57,7ee06013f30c77362f522b30f77d0b57,0.9675,1.1225202278024755,cpu,1725805317.4398663,1725805294.9684887,24.28790744,0.0607197686,cpu,1725805294.9682758,1725805285.8542488,9.83406637,0.0327802212333333,raw_data/sms-spam_undersampled_1450.csv,label,7,True,True,400,300,deckard.base.files.FileConfig,data,b6d4bb5b4ef9f1d0476d34b26299cde9,.pkl,sms_spam,7ee06013f30c77362f522b30f77d0b57,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,7,True,True,400,300,label,463.0051291119442,,auto,rbf,1,ZSTD,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
7d99f6a0a913b75c817956c1110aa281,train,deckard.base.experiment.Experiment,7d99f6a0a913b75c817956c1110aa281,SMS Spam,cpu,7d99f6a0a913b75c817956c1110aa281,7d99f6a0a913b75c817956c1110aa281,k-SVC,7d99f6a0a913b75c817956c1110aa281,7d99f6a0a913b75c817956c1110aa281,0.965,1.208867168789752,cpu,1725805164.853974,1725805141.580253,25.10987518,0.06277468795,cpu,1725805141.579819,1725805132.377564,9.94307557,0.0331435852333333,raw_data/sms-spam_undersampled_1450.csv,label,7,True,True,400,300,deckard.base.files.FileConfig,data,b6d4bb5b4ef9f1d0476d34b26299cde9,.pkl,sms_spam,7d99f6a0a913b75c817956c1110aa281,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,7,True,True,400,300,label,646.7650661465467,,auto,rbf,1,ZSTD,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
7b01920695ab1974db35862462081ef7,train,deckard.base.experiment.Experiment,7b01920695ab1974db35862462081ef7,SMS Spam,cpu,7b01920695ab1974db35862462081ef7,7b01920695ab1974db35862462081ef7,k-SVC,7b01920695ab1974db35862462081ef7,7b01920695ab1974db35862462081ef7,0.965,1.208867168789752,cpu,1725805387.0602305,1725805364.0057452,24.92605325,0.062315133125,cpu,1725805364.005593,1725805355.0942414,9.61937788,0.0320645929333333,raw_data/sms-spam_undersampled_1450.csv,label,7,True,True,400,300,deckard.base.files.FileConfig,data,b6d4bb5b4ef9f1d0476d34b26299cde9,.pkl,sms_spam,7b01920695ab1974db35862462081ef7,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,7,True,True,400,300,label,922.8391991090969,,auto,rbf,1,ZSTD,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
7977a7ade40efc5ca471418417b153f6,train,deckard.base.experiment.Experiment,7977a7ade40efc5ca471418417b153f6,SMS Spam,cpu,7977a7ade40efc5ca471418417b153f6,7977a7ade40efc5ca471418417b153f6,k-SVC,7977a7ade40efc5ca471418417b153f6,7977a7ade40efc5ca471418417b153f6,0.965,1.208867168789752,cpu,1725805282.2814622,1725805258.721053,25.44526502,0.06361316255,cpu,1725805258.720732,1725805249.6562629,9.78934113,0.0326311371,raw_data/sms-spam_undersampled_1450.csv,label,7,True,True,400,300,deckard.base.files.FileConfig,data,b6d4bb5b4ef9f1d0476d34b26299cde9,.pkl,sms_spam,7977a7ade40efc5ca471418417b153f6,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,7,True,True,400,300,label,868.4685560340112,,auto,rbf,1,ZSTD,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
7467ba319267caa22ca3961726a8de5a,train,deckard.base.experiment.Experiment,7467ba319267caa22ca3961726a8de5a,SMS Spam,cpu,7467ba319267caa22ca3961726a8de5a,7467ba319267caa22ca3961726a8de5a,k-SVC,7467ba319267caa22ca3961726a8de5a,7467ba319267caa22ca3961726a8de5a,0.965,1.208867168789752,cpu,1725805124.4392157,1725805101.5975783,24.66188918,0.06165472295,cpu,1725805101.5972798,1725805093.0122688,9.27826676,0.0309275558666666,raw_data/sms-spam_undersampled_1450.csv,label,7,True,True,400,300,deckard.base.files.FileConfig,data,b6d4bb5b4ef9f1d0476d34b26299cde9,.pkl,sms_spam,7467ba319267caa22ca3961726a8de5a,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,7,True,True,400,300,label,758.6312847904773,,auto,rbf,1,ZSTD,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
6ab91b1449468482dd538147e0d62fb8,train,deckard.base.experiment.Experiment,6ab91b1449468482dd538147e0d62fb8,SMS Spam,cpu,6ab91b1449468482dd538147e0d62fb8,6ab91b1449468482dd538147e0d62fb8,k-SVC,6ab91b1449468482dd538147e0d62fb8,6ab91b1449468482dd538147e0d62fb8,0.965,1.208867168789752,cpu,1725805164.9161186,1725805141.6511655,25.10820762,0.06277051905,cpu,1725805141.6509774,1725805132.3771138,10.00629993,0.0333543331,raw_data/sms-spam_undersampled_1450.csv,label,7,True,True,400,300,deckard.base.files.FileConfig,data,b6d4bb5b4ef9f1d0476d34b26299cde9,.pkl,sms_spam,6ab91b1449468482dd538147e0d62fb8,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,7,True,True,400,300,label,807.8537352685154,,auto,rbf,1,ZSTD,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
6928e314d2077889c4ab7850e5e53aad,train,deckard.base.experiment.Experiment,6928e314d2077889c4ab7850e5e53aad,SMS Spam,cpu,6928e314d2077889c4ab7850e5e53aad,6928e314d2077889c4ab7850e5e53aad,k-SVC,6928e314d2077889c4ab7850e5e53aad,6928e314d2077889c4ab7850e5e53aad,0.965,1.208867168789752,cpu,1725805281.3294995,1725805258.7664945,24.44474869,0.061111871725,cpu,1725805258.766177,1725805249.663746,9.85410294,0.0328470098,raw_data/sms-spam_undersampled_1450.csv,label,7,True,True,400,300,deckard.base.files.FileConfig,data,b6d4bb5b4ef9f1d0476d34b26299cde9,.pkl,sms_spam,6928e314d2077889c4ab7850e5e53aad,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,7,True,True,400,300,label,743.0344998845909,,auto,rbf,1,ZSTD,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
674403ef9481941933ec7eeb01d582a7,train,deckard.base.experiment.Experiment,674403ef9481941933ec7eeb01d582a7,SMS Spam,cpu,674403ef9481941933ec7eeb01d582a7,674403ef9481941933ec7eeb01d582a7,k-SVC,674403ef9481941933ec7eeb01d582a7,674403ef9481941933ec7eeb01d582a7,0.965,1.208867168789752,cpu,1725805243.1805658,1725805219.6321871,25.41070675,0.063526766875,cpu,1725805219.632013,1725805210.6382265,9.70538013,0.0323512671,raw_data/sms-spam_undersampled_1450.csv,label,7,True,True,400,300,deckard.base.files.FileConfig,data,b6d4bb5b4ef9f1d0476d34b26299cde9,.pkl,sms_spam,674403ef9481941933ec7eeb01d582a7,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,7,True,True,400,300,label,877.905935651208,,auto,rbf,1,ZSTD,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
650ff5f1c5c308d78dc4cbba3b52e566,train,deckard.base.experiment.Experiment,650ff5f1c5c308d78dc4cbba3b52e566,SMS Spam,cpu,650ff5f1c5c308d78dc4cbba3b52e566,650ff5f1c5c308d78dc4cbba3b52e566,k-SVC,650ff5f1c5c308d78dc4cbba3b52e566,650ff5f1c5c308d78dc4cbba3b52e566,0.965,1.2088691677833276,cpu,1725805386.926226,1725805363.947354,24.81258714,0.06203146785,cpu,1725805363.9472113,1725805355.0874667,9.56519729,0.0318839909666666,raw_data/sms-spam_undersampled_1450.csv,label,7,True,True,400,300,deckard.base.files.FileConfig,data,b6d4bb5b4ef9f1d0476d34b26299cde9,.pkl,sms_spam,650ff5f1c5c308d78dc4cbba3b52e566,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,7,True,True,400,300,label,443.152805915588,,auto,rbf,1,ZSTD,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
64c334957d77b613f7e3579f3b1f1f62,train,deckard.base.experiment.Experiment,64c334957d77b613f7e3579f3b1f1f62,SMS Spam,cpu,64c334957d77b613f7e3579f3b1f1f62,64c334957d77b613f7e3579f3b1f1f62,k-SVC,64c334957d77b613f7e3579f3b1f1f62,64c334957d77b613f7e3579f3b1f1f62,0.965,1.208867168789752,cpu,1725805281.7761445,1725805258.6190336,25.04054947,0.062601373675,cpu,1725805258.6188486,1725805249.7378683,9.59006109,0.0319668703,raw_data/sms-spam_undersampled_1450.csv,label,7,True,True,400,300,deckard.base.files.FileConfig,data,b6d4bb5b4ef9f1d0476d34b26299cde9,.pkl,sms_spam,64c334957d77b613f7e3579f3b1f1f62,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,7,True,True,400,300,label,923.8651109068016,,auto,rbf,1,ZSTD,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
